,arctic_trend,world_trend,AA,Ensemble_member,Model,No_arctic_crossing_year,World_crossing_year,gap
0,0.13826234584103791,0.04403294225642738,3.139975181214608,r1i1p1f1,ACCESS-CM2,2038.781,2034.128,4.65300000000002
1,0.1325488630450133,0.04179338896423315,3.1715270364518373,r2i1p1f1,ACCESS-CM2,2040.986,2036.601,4.384999999999991
2,0.08367817624251443,0.03139028608804087,2.6657347437936956,r1i1p1f1,ACCESS-ESM1-5,2047.284,2041.816,5.468000000000075
3,0.06573047819765897,0.030510237773396585,2.154374498351917,r2i1p1f1,ACCESS-ESM1-5,2048.935,2045.258,3.6769999999999072
4,0.12571074368454885,0.036256073222176985,3.46730168251245,r3i1p1f1,ACCESS-ESM1-5,2042.592,2038.153,4.439000000000078
5,0.05207846725724339,0.020370142515426546,2.5566078989287266,r1i1p1f1,AWI-CM-1-1-MR,2073.671,2061.401,12.269999999999982
6,0.06466013796988601,0.03091536642431983,2.0915209958184606,r1i1p1f1,BCC-CSM2-MR,2045.522,2042.3,3.22199999999998
7,0.06143513910347783,0.026700647112990535,2.3008857741724205,r1i1p1f1,CAMS-CSM1-0,2059.211,2054.171,5.039999999999964
8,0.10479422984162468,0.040565444832748765,2.583337376767124,r1i1p1f1,CAS-ESM2-0,2043.986,2041.002,2.984000000000151
9,0.038822285295341305,0.029660646319511496,1.308881973681169,r4i1p1f1,CESM2,2049.526,2044.944,4.58199999999988
10,0.0442265416443285,0.027619892775947365,1.6012568188839222,r1i1p1f1,CESM2-WACCM,2051.403,2047.881,3.521999999999707
11,0.037333345539858016,0.02393986247028529,1.5594636596679294,r2i1p1f1,CESM2-WACCM,2059.909,2056.115,3.794000000000324
12,0.036574655142365506,0.025849757198852522,1.4148935659631288,r3i1p1f1,CESM2-WACCM,2056.412,2051.912,4.5
13,0.061651170649726694,0.020887006085424736,2.951651873781365,r1i1p1f1,CIESM,2065.485,2055.556,9.929000000000087
14,0.07875925440079645,0.02747209051246102,2.8668824589476425,r1i1p1f1,CMCC-CM2-SR5,2059.721,2053.578,6.143000000000029
15,0.11602173987727638,0.03704845960864321,3.131621155180474,r1i1p1f1,CMCC-ESM2,2049.612,2045.593,4.0190000000000055
