,Month,Year,No_arctic_temp,Global_temp,Units,Experiment,Model,Ensemble_member
0,Jan,1850,286.61126569683995,284.4224758388374,K,historical,CanESM5,r13i1p1f1
1,Feb,1850,286.72674944899046,284.4378799011182,K,historical,CanESM5,r13i1p1f1
2,Mar,1850,287.2442078496739,285.1555666945659,K,historical,CanESM5,r13i1p1f1
3,Apr,1850,287.8960092619633,286.3353703450037,K,historical,CanESM5,r13i1p1f1
4,May,1850,288.5759363092211,287.4310550511891,K,historical,CanESM5,r13i1p1f1
5,Jun,1850,289.0198281358124,288.2273334469445,K,historical,CanESM5,r13i1p1f1
6,Jul,1850,289.12889416143474,288.48207985297665,K,historical,CanESM5,r13i1p1f1
7,Aug,1850,289.033938494333,288.28907913730546,K,historical,CanESM5,r13i1p1f1
8,Sep,1850,288.5666350049386,287.58130030545834,K,historical,CanESM5,r13i1p1f1
9,Oct,1850,288.02275521872974,286.53304653931326,K,historical,CanESM5,r13i1p1f1
10,Nov,1850,287.61839731554164,285.7075994529239,K,historical,CanESM5,r13i1p1f1
11,Dec,1850,287.10204735521023,285.0329751070086,K,historical,CanESM5,r13i1p1f1
12,Jan,1851,286.75374954785224,284.47873346794216,K,historical,CanESM5,r13i1p1f1
13,Feb,1851,286.7466045694378,284.53595299924524,K,historical,CanESM5,r13i1p1f1
14,Mar,1851,287.38582235904835,285.3873359022065,K,historical,CanESM5,r13i1p1f1
15,Apr,1851,287.92519510584196,286.3453426706822,K,historical,CanESM5,r13i1p1f1
16,May,1851,288.67003663235175,287.5083523194256,K,historical,CanESM5,r13i1p1f1
17,Jun,1851,289.0037651341874,288.1813194691763,K,historical,CanESM5,r13i1p1f1
18,Jul,1851,289.2206969757662,288.5472646459763,K,historical,CanESM5,r13i1p1f1
19,Aug,1851,289.11193653914563,288.37137337426833,K,historical,CanESM5,r13i1p1f1
20,Sep,1851,288.54803530775496,287.53593443511147,K,historical,CanESM5,r13i1p1f1
21,Oct,1851,288.13512502408304,286.6016752532877,K,historical,CanESM5,r13i1p1f1
22,Nov,1851,287.7054819050524,285.7045732379141,K,historical,CanESM5,r13i1p1f1
23,Dec,1851,287.1400035641225,285.07558313586435,K,historical,CanESM5,r13i1p1f1
24,Jan,1852,286.90879855718623,284.7870879940195,K,historical,CanESM5,r13i1p1f1
25,Feb,1852,286.89166425319473,284.8225159666954,K,historical,CanESM5,r13i1p1f1
26,Mar,1852,287.51881734260525,285.52373559455765,K,historical,CanESM5,r13i1p1f1
27,Apr,1852,288.12955575641365,286.49470177113926,K,historical,CanESM5,r13i1p1f1
28,May,1852,288.69943512880866,287.55320991930677,K,historical,CanESM5,r13i1p1f1
29,Jun,1852,289.031042654814,288.2494396861828,K,historical,CanESM5,r13i1p1f1
30,Jul,1852,289.4515504828729,288.77761393789353,K,historical,CanESM5,r13i1p1f1
31,Aug,1852,289.3017180679136,288.59303631431396,K,historical,CanESM5,r13i1p1f1
32,Sep,1852,288.6265709514075,287.6433540819066,K,historical,CanESM5,r13i1p1f1
33,Oct,1852,288.1337684473574,286.66230599352446,K,historical,CanESM5,r13i1p1f1
34,Nov,1852,287.4941529416277,285.66570116696147,K,historical,CanESM5,r13i1p1f1
35,Dec,1852,287.04744396109334,284.96756381184036,K,historical,CanESM5,r13i1p1f1
36,Jan,1853,286.99054682557454,284.73741573666643,K,historical,CanESM5,r13i1p1f1
37,Feb,1853,286.8393916619948,284.5633588970974,K,historical,CanESM5,r13i1p1f1
38,Mar,1853,287.3750319640061,285.2826870019822,K,historical,CanESM5,r13i1p1f1
39,Apr,1853,288.0163119878263,286.4146678007869,K,historical,CanESM5,r13i1p1f1
40,May,1853,288.5578726423601,287.4136347406897,K,historical,CanESM5,r13i1p1f1
41,Jun,1853,289.0119720094802,288.22924774675477,K,historical,CanESM5,r13i1p1f1
42,Jul,1853,289.2536468189974,288.58321730609,K,historical,CanESM5,r13i1p1f1
43,Aug,1853,288.97211071125497,288.2315514989733,K,historical,CanESM5,r13i1p1f1
44,Sep,1853,288.48944726694793,287.4844845900667,K,historical,CanESM5,r13i1p1f1
45,Oct,1853,288.0390724958102,286.56741369424765,K,historical,CanESM5,r13i1p1f1
46,Nov,1853,287.3000306762226,285.494964268199,K,historical,CanESM5,r13i1p1f1
47,Dec,1853,286.86943196269027,284.74115238598324,K,historical,CanESM5,r13i1p1f1
48,Jan,1854,286.6214394797496,284.4955954464288,K,historical,CanESM5,r13i1p1f1
49,Feb,1854,286.673895426669,284.4447208965837,K,historical,CanESM5,r13i1p1f1
50,Mar,1854,287.1140593245216,285.15341307022175,K,historical,CanESM5,r13i1p1f1
51,Apr,1854,288.07986237788987,286.44734194847325,K,historical,CanESM5,r13i1p1f1
52,May,1854,288.5905587392882,287.449086226944,K,historical,CanESM5,r13i1p1f1
53,Jun,1854,288.7185663290044,287.9479631905745,K,historical,CanESM5,r13i1p1f1
54,Jul,1854,289.0684511920619,288.40025661452654,K,historical,CanESM5,r13i1p1f1
55,Aug,1854,289.04532333156556,288.30706138453627,K,historical,CanESM5,r13i1p1f1
56,Sep,1854,288.41993904872834,287.3958904379357,K,historical,CanESM5,r13i1p1f1
57,Oct,1854,287.91425959336607,286.53763226153023,K,historical,CanESM5,r13i1p1f1
58,Nov,1854,287.42975766110294,285.6123637421784,K,historical,CanESM5,r13i1p1f1
59,Dec,1854,286.96948638833516,284.8738603145029,K,historical,CanESM5,r13i1p1f1
60,Jan,1855,286.82410690933534,284.7177999812967,K,historical,CanESM5,r13i1p1f1
61,Feb,1855,286.9068167522514,284.7765125622295,K,historical,CanESM5,r13i1p1f1
62,Mar,1855,287.4845696372189,285.4800327959719,K,historical,CanESM5,r13i1p1f1
63,Apr,1855,288.1838943310382,286.5785031980543,K,historical,CanESM5,r13i1p1f1
64,May,1855,288.55047364184094,287.40268694771606,K,historical,CanESM5,r13i1p1f1
65,Jun,1855,289.05174117890056,288.2380435386726,K,historical,CanESM5,r13i1p1f1
66,Jul,1855,289.26422994350025,288.5958454662236,K,historical,CanESM5,r13i1p1f1
67,Aug,1855,289.3318958996987,288.6267181443978,K,historical,CanESM5,r13i1p1f1
