,Month,Year,No_arctic_temp,Global_temp,Units,Experiment,Model,Ensemble_member
0,Jan,1850,286.8545373823537,284.9634492429009,K,historical,TaiESM1,r1i1p1f1
1,Feb,1850,287.0740543197885,285.06941140139344,K,historical,TaiESM1,r1i1p1f1
2,Mar,1850,287.7563765073059,285.9590844056616,K,historical,TaiESM1,r1i1p1f1
3,Apr,1850,288.4371633725406,286.99857820655103,K,historical,TaiESM1,r1i1p1f1
4,May,1850,288.9696985032744,287.8978650553073,K,historical,TaiESM1,r1i1p1f1
5,Jun,1850,289.3430457463185,288.5540437178983,K,historical,TaiESM1,r1i1p1f1
6,Jul,1850,289.57475540258037,288.9641220625849,K,historical,TaiESM1,r1i1p1f1
7,Aug,1850,289.2085206262044,288.5512124102133,K,historical,TaiESM1,r1i1p1f1
8,Sep,1850,288.938858754539,288.0310816642497,K,historical,TaiESM1,r1i1p1f1
9,Oct,1850,288.1471542740049,286.8375838949294,K,historical,TaiESM1,r1i1p1f1
10,Nov,1850,287.47041155415354,285.7847516146244,K,historical,TaiESM1,r1i1p1f1
11,Dec,1850,286.8661152354978,285.0313341978913,K,historical,TaiESM1,r1i1p1f1
12,Jan,1851,286.6895301817152,284.68252529639574,K,historical,TaiESM1,r1i1p1f1
13,Feb,1851,287.1981426069261,285.38739095397943,K,historical,TaiESM1,r1i1p1f1
14,Mar,1851,287.82805165636915,286.07618048071487,K,historical,TaiESM1,r1i1p1f1
15,Apr,1851,288.60811225023053,287.17371722827914,K,historical,TaiESM1,r1i1p1f1
16,May,1851,289.11846550795383,288.0860308200381,K,historical,TaiESM1,r1i1p1f1
17,Jun,1851,289.5554883556047,288.86491179221184,K,historical,TaiESM1,r1i1p1f1
18,Jul,1851,289.61870771330604,289.0675338300919,K,historical,TaiESM1,r1i1p1f1
19,Aug,1851,289.45652941910805,288.8427913531339,K,historical,TaiESM1,r1i1p1f1
20,Sep,1851,288.89287510367836,288.03506901107727,K,historical,TaiESM1,r1i1p1f1
21,Oct,1851,288.2821504695688,287.04183714583223,K,historical,TaiESM1,r1i1p1f1
22,Nov,1851,287.4168424385648,285.8615132275454,K,historical,TaiESM1,r1i1p1f1
23,Dec,1851,286.80547241738,285.0722031602932,K,historical,TaiESM1,r1i1p1f1
24,Jan,1852,286.81351415491235,284.8710764057488,K,historical,TaiESM1,r1i1p1f1
25,Feb,1852,287.19438228691985,285.2657818215875,K,historical,TaiESM1,r1i1p1f1
26,Mar,1852,287.8571262898271,286.0956453268647,K,historical,TaiESM1,r1i1p1f1
27,Apr,1852,288.49471823647025,287.0694424893658,K,historical,TaiESM1,r1i1p1f1
28,May,1852,289.12120650782254,288.0706645855891,K,historical,TaiESM1,r1i1p1f1
29,Jun,1852,289.53731337275246,288.7992907734348,K,historical,TaiESM1,r1i1p1f1
30,Jul,1852,289.7157400558698,289.13614045443916,K,historical,TaiESM1,r1i1p1f1
31,Aug,1852,289.4792941325475,288.8282387045952,K,historical,TaiESM1,r1i1p1f1
32,Sep,1852,288.8840496487087,288.02308591782935,K,historical,TaiESM1,r1i1p1f1
33,Oct,1852,288.1915775147795,286.9635576395862,K,historical,TaiESM1,r1i1p1f1
34,Nov,1852,287.5213947920552,285.9463953255487,K,historical,TaiESM1,r1i1p1f1
35,Dec,1852,286.927300673641,285.2115816521361,K,historical,TaiESM1,r1i1p1f1
36,Jan,1853,286.6327492474312,284.8241287170047,K,historical,TaiESM1,r1i1p1f1
37,Feb,1853,287.013520057798,285.1997488751541,K,historical,TaiESM1,r1i1p1f1
38,Mar,1853,287.84326303055843,286.04084958048065,K,historical,TaiESM1,r1i1p1f1
39,Apr,1853,288.61929239953633,287.0796500678577,K,historical,TaiESM1,r1i1p1f1
40,May,1853,289.16291056622526,288.0334273528022,K,historical,TaiESM1,r1i1p1f1
41,Jun,1853,289.47487752938076,288.75002965336273,K,historical,TaiESM1,r1i1p1f1
42,Jul,1853,289.68887197355696,289.0901005516816,K,historical,TaiESM1,r1i1p1f1
43,Aug,1853,289.6250051869876,288.9659707051247,K,historical,TaiESM1,r1i1p1f1
44,Sep,1853,289.0637258816835,288.1598279397836,K,historical,TaiESM1,r1i1p1f1
45,Oct,1853,288.4969459658862,287.1872697687234,K,historical,TaiESM1,r1i1p1f1
46,Nov,1853,287.6429179309078,286.03791968164666,K,historical,TaiESM1,r1i1p1f1
47,Dec,1853,286.92690166042416,285.1506333591763,K,historical,TaiESM1,r1i1p1f1
48,Jan,1854,287.0209853386275,285.0583606847129,K,historical,TaiESM1,r1i1p1f1
49,Feb,1854,287.53383238413244,285.7177426107662,K,historical,TaiESM1,r1i1p1f1
50,Mar,1854,287.91570051257116,286.2550966098311,K,historical,TaiESM1,r1i1p1f1
51,Apr,1854,288.7490646035912,287.2500051047925,K,historical,TaiESM1,r1i1p1f1
52,May,1854,289.1328345153216,288.0097447423143,K,historical,TaiESM1,r1i1p1f1
53,Jun,1854,289.6150905942405,288.8204318974743,K,historical,TaiESM1,r1i1p1f1
54,Jul,1854,289.7576885381229,289.1398082922778,K,historical,TaiESM1,r1i1p1f1
55,Aug,1854,289.46100069281925,288.8173693769135,K,historical,TaiESM1,r1i1p1f1
56,Sep,1854,288.88554383637234,287.9568148873172,K,historical,TaiESM1,r1i1p1f1
57,Oct,1854,288.26116353996076,286.9208519233428,K,historical,TaiESM1,r1i1p1f1
58,Nov,1854,287.360309221345,285.6995105775766,K,historical,TaiESM1,r1i1p1f1
59,Dec,1854,286.87955972603595,284.96931111488027,K,historical,TaiESM1,r1i1p1f1
60,Jan,1855,286.7569206608414,284.815952807963,K,historical,TaiESM1,r1i1p1f1
61,Feb,1855,287.1857420173293,285.2302583574545,K,historical,TaiESM1,r1i1p1f1
62,Mar,1855,287.78159929612724,286.0056146764122,K,historical,TaiESM1,r1i1p1f1
63,Apr,1855,288.60822089271414,287.13384147642984,K,historical,TaiESM1,r1i1p1f1
64,May,1855,289.0834255145338,288.01521794857007,K,historical,TaiESM1,r1i1p1f1
65,Jun,1855,289.4772082577381,288.71531093496935,K,historical,TaiESM1,r1i1p1f1
66,Jul,1855,289.5928025125965,289.0237106670332,K,historical,TaiESM1,r1i1p1f1
67,Aug,1855,289.4371082472468,288.7924796623354,K,historical,TaiESM1,r1i1p1f1
68,Sep,1855,288.89555761442784,288.00610504695476,K,historical,TaiESM1,r1i1p1f1
69,Oct,1855,288.0420733078236,286.8245835670221,K,historical,TaiESM1,r1i1p1f1
70,Nov,1855,287.4239361107341,285.81300620322764,K,historical,TaiESM1,r1i1p1f1
71,Dec,1855,286.90887145320414,285.13870741739174,K,historical,TaiESM1,r1i1p1f1
72,Jan,1856,286.90085837582785,285.18530526707315,K,historical,TaiESM1,r1i1p1f1
73,Feb,1856,287.0373060435345,285.193473429553,K,historical,TaiESM1,r1i1p1f1
74,Mar,1856,287.9029121587727,286.14489537146966,K,historical,TaiESM1,r1i1p1f1
