,Model,Ensemble_member,No_arctic_crossing_year,World_crossing_year,gap
0,CNRM-CM6-1,r1i1p1f2,2033.343,2028.138,5.205000000000155
1,CNRM-CM6-1,r2i1p1f2,2029.131,2027.107,2.0240000000001146
2,CNRM-CM6-1,r3i1p1f2,2034.945,2030.328,4.616999999999962
3,CNRM-CM6-1,r4i1p1f2,2026.995,2024.924,2.0709999999999127
4,CNRM-CM6-1,r5i1p1f2,2034.238,2030.522,3.716000000000122
5,CNRM-CM6-1,r6i1p1f2,2032.284,2029.324,2.9600000000000364
6,FGOALS-f3-L,r1i1p1f1,2035.713,2031.96,3.752999999999929
7,FIO-ESM-2-0,r1i1p1f1,2037.829,2033.193,4.635999999999967
8,INM-CM4-8,r1i1p1f1,2036.646,2027.602,9.043999999999869
9,INM-CM5-0,r1i1p1f1,2031.794,2029.305,2.4890000000000327
10,KACE-1-0-G,r1i1p1f1,2034.253,2029.173,5.079999999999927
11,CIESM,r1i1p1f1,2038.461,2030.6,7.861000000000104
12,CNRM-ESM2-1,r1i1p1f2,2033.008,2028.832,4.175999999999931
13,CNRM-ESM2-1,r2i1p1f2,2031.862,2028.432,3.4300000000000637
14,CNRM-ESM2-1,r3i1p1f2,2032.672,2027.267,5.404999999999973
15,CNRM-ESM2-1,r4i1p1f2,2024.62,2022.588,2.0319999999999254
16,CNRM-ESM2-1,r5i1p1f2,2028.327,2025.757,2.5699999999999363
17,CAS-ESM2-0,r1i1p1f1,2033.003,2024.881,8.121999999999844
18,NorESM2-MM,r1i1p1f1,2042.828,2040.632,2.1959999999999127
19,EC-Earth3-Veg-LR,r1i1p1f1,2044.85,2043.028,1.821999999999889
20,CanESM5,r10i1p1f1,2039.246,2034.276,4.970000000000027
21,CanESM5,r10i1p2f1,2040.131,2033.859,6.272000000000162
22,CanESM5,r11i1p1f1,2032.775,2028.654,4.121000000000095
23,CanESM5,r11i1p2f1,2041.584,2034.454,7.130000000000109
24,CanESM5,r12i1p1f1,2036.125,2030.383,5.741999999999962
25,CanESM5,r12i1p2f1,2038.175,2030.875,7.2999999999999545
26,CanESM5,r13i1p1f1,2042.71,2036.338,6.372000000000071
27,CanESM5,r13i1p2f1,2038.69,2032.513,6.177000000000135
28,CanESM5,r14i1p1f1,2036.794,2032.088,4.706000000000131
29,CanESM5,r14i1p2f1,2039.281,2033.26,6.020999999999958
30,CanESM5,r15i1p1f1,2037.953,2030.44,7.51299999999992
31,CanESM5,r15i1p2f1,2035.853,2029.223,6.630000000000109
32,CanESM5,r16i1p1f1,2034.911,2029.724,5.1870000000001255
33,CanESM5,r16i1p2f1,2040.474,2033.396,7.0779999999999745
34,CanESM5,r17i1p1f1,2041.118,2035.365,5.752999999999929
35,CanESM5,r17i1p2f1,2037.361,2032.887,4.47400000000016
36,CanESM5,r18i1p1f1,2037.607,2030.983,6.624000000000024
37,CanESM5,r18i1p2f1,2033.092,2028.9,4.192000000000007
38,CanESM5,r19i1p1f1,2039.347,2034.339,5.008000000000038
39,CanESM5,r19i1p2f1,2036.478,2032.138,4.3400000000001455
40,CanESM5,r1i1p1f1,2036.337,2028.737,7.599999999999909
41,CanESM5,r1i1p2f1,2037.488,2031.066,6.4220000000000255
42,CanESM5,r20i1p1f1,2037.094,2031.03,6.064000000000078
43,CanESM5,r20i1p2f1,2038.448,2032.396,6.052000000000135
44,CanESM5,r21i1p1f1,2036.166,2030.365,5.800999999999931
45,CanESM5,r21i1p2f1,2038.319,2032.817,5.501999999999953
46,CanESM5,r22i1p1f1,2041.306,2035.623,5.682999999999993
47,CanESM5,r22i1p2f1,2043.728,2032.778,10.950000000000045
48,CanESM5,r23i1p1f1,2040.565,2035.734,4.831000000000131
49,CanESM5,r23i1p2f1,2037.64,2033.399,4.241000000000213
50,CanESM5,r24i1p1f1,2037.236,2027.763,9.473000000000184
51,CanESM5,r24i1p2f1,2037.175,2032.908,4.267000000000053
52,CanESM5,r25i1p1f1,2038.153,2034.015,4.13799999999992
53,CanESM5,r25i1p2f1,2037.644,2032.911,4.732999999999947
54,CanESM5,r2i1p1f1,2038.159,2033.029,5.130000000000109
55,CanESM5,r2i1p2f1,2034.883,2030.425,4.458000000000084
56,CanESM5,r3i1p1f1,2035.583,2031.43,4.15300000000002
57,CanESM5,r3i1p2f1,2038.334,2033.005,5.328999999999951
