,year,Experiment,Model,adjusted_world_tas_anom,adjusted_no_arctic_tas_anom
41832,1957,historical,ACCESS-CM2,0.13142991120503397,0.12210173608901925
42222,1958,historical,ACCESS-CM2,0.11852478219586625,0.11060536589966989
42612,1959,historical,ACCESS-CM2,0.10877216706205589,0.10173100328159629
43002,1960,historical,ACCESS-CM2,0.1090831253607155,0.10301234526102651
43392,1961,historical,ACCESS-CM2,0.11584192474791422,0.10841028791316706
43782,1962,historical,ACCESS-CM2,0.10906615192146038,0.10280961099644118
44172,1963,historical,ACCESS-CM2,0.11018170870734084,0.10429789548883446
44562,1964,historical,ACCESS-CM2,0.11060287594879926,0.1022132748702333
44952,1965,historical,ACCESS-CM2,0.10920990396204155,0.10112879724674215
45342,1966,historical,ACCESS-CM2,0.10785441520662561,0.10146064309073032
45732,1967,historical,ACCESS-CM2,0.11655606091038356,0.10961805305777525
46122,1968,historical,ACCESS-CM2,0.11655874852525307,0.11054776700805216
46512,1969,historical,ACCESS-CM2,0.12484279810114593,0.11914663336983308
46902,1970,historical,ACCESS-CM2,0.12537891708052978,0.11875071322767725
47292,1971,historical,ACCESS-CM2,0.12331639699833341,0.11829168494444789
47682,1972,historical,ACCESS-CM2,0.12304618369843213,0.11966547296034108
48072,1973,historical,ACCESS-CM2,0.12436184316769962,0.12245297546241074
48461,1974,historical,ACCESS-CM2,0.13368811064921066,0.13112977232619835
48850,1975,historical,ACCESS-CM2,0.13391697879014994,0.1319364392662496
49239,1976,historical,ACCESS-CM2,0.1441092717558432,0.14400321202940777
49628,1977,historical,ACCESS-CM2,0.16589148125796555,0.16584445631686787
50017,1978,historical,ACCESS-CM2,0.19281795425875642,0.1947443849028733
50406,1979,historical,ACCESS-CM2,0.21732483765040533,0.2182634034381979
50795,1980,historical,ACCESS-CM2,0.21976464609408994,0.22069098433434323
51184,1981,historical,ACCESS-CM2,0.21924746207752144,0.22045451931745627
51573,1982,historical,ACCESS-CM2,0.22496715673386525,0.22635933398521535
51962,1983,historical,ACCESS-CM2,0.23568485644344717,0.23577347135197557
52351,1984,historical,ACCESS-CM2,0.25666524126811263,0.25522781067533784
52740,1985,historical,ACCESS-CM2,0.2666972003635043,0.26358350837093525
53129,1986,historical,ACCESS-CM2,0.27295186653185743,0.2688534186444323
53518,1987,historical,ACCESS-CM2,0.2936823634514833,0.2866580718250115
53907,1988,historical,ACCESS-CM2,0.32260167141648877,0.3130419255757424
54296,1989,historical,ACCESS-CM2,0.34171849109902985,0.33114171939867215
54685,1990,historical,ACCESS-CM2,0.3596630858231159,0.3468045186986782
55074,1991,historical,ACCESS-CM2,0.38641734490134716,0.37154414054450835
55463,1992,historical,ACCESS-CM2,0.398966880642153,0.3838753266624689
55852,1993,historical,ACCESS-CM2,0.42256045319325647,0.4061517342206801
56241,1994,historical,ACCESS-CM2,0.44311335188231216,0.42568165914374223
56630,1995,historical,ACCESS-CM2,0.458561703915545,0.4406196921288142
57019,1996,historical,ACCESS-CM2,0.4860443306115342,0.4647475426196171
57409,1997,historical,ACCESS-CM2,0.5043083486964957,0.479514690291127
57798,1998,historical,ACCESS-CM2,0.5265345427236131,0.5010346152019904
58187,1999,historical,ACCESS-CM2,0.5485811738853105,0.5219145456514653
58576,2000,historical,ACCESS-CM2,0.5898533753163622,0.5593405373777428
58965,2001,historical,ACCESS-CM2,0.6174248771633022,0.5821814753824514
59356,2002,historical,ACCESS-CM2,0.647513701360246,0.6082612507016592
59746,2003,historical,ACCESS-CM2,0.6763686582597882,0.6326004200049576
60136,2004,historical,ACCESS-CM2,0.7033641949671937,0.6559200574164371
60526,2005,historical,ACCESS-CM2,0.7569086874021557,0.7062521825554311
60916,2006,historical,ACCESS-CM2,0.8059941187989244,0.7525128999432013
61306,2007,historical,ACCESS-CM2,0.8464464894368083,0.7886571618361768
61696,2008,historical,ACCESS-CM2,0.8871841124967907,0.8258288735927104
62086,2009,historical,ACCESS-CM2,0.9233657467462023,0.8597255637294262
62476,2010,historical,ACCESS-CM2,0.9731539268113373,0.906321297029205
62866,2011,historical,ACCESS-CM2,1.019053918381399,0.9490293035360213
63256,2012,historical,ACCESS-CM2,1.0610464721443988,0.9864858964520037
63647,2013,historical,ACCESS-CM2,1.0988877698520603,1.0221683107702908
64038,2014,historical,ACCESS-CM2,1.1430692026936191,1.0633012660737484
64463,2015,ssp245,ACCESS-CM2,1.1945823855252997,1.1123035233722063
64691,2016,ssp245,ACCESS-CM2,1.2373169185140114,1.1507230322272037
64916,2017,ssp245,ACCESS-CM2,1.2860340371461063,1.1955174934427684
65141,2018,ssp245,ACCESS-CM2,1.3275679232258273,1.2318799931774533
65366,2019,ssp245,ACCESS-CM2,1.3755569970016834,1.2752003533749918
65591,2020,ssp245,ACCESS-CM2,1.424713273084954,1.320963342324795
65817,2021,ssp245,ACCESS-CM2,1.4741804934447438,1.3666807167287514
66039,2022,ssp245,ACCESS-CM2,1.5310465816841403,1.4202170380327532
66261,2023,ssp245,ACCESS-CM2,1.5796542001451028,1.4640878874187102
66483,2024,ssp245,ACCESS-CM2,1.609638374041196,1.4906144498585536
66705,2025,ssp245,ACCESS-CM2,1.6423811816819498,1.5197982150010545
66926,2026,ssp245,ACCESS-CM2,1.70035185486208,1.572434422281106
67147,2027,ssp245,ACCESS-CM2,1.745118861848682,1.611389421488589
67368,2028,ssp245,ACCESS-CM2,1.7965951766775095,1.6577300687615868
67589,2029,ssp245,ACCESS-CM2,1.8490376034851166,1.7047380695473935
67780,2030,ssp245,ACCESS-CM2,1.9011309553370943,1.7509677544361435
67971,2031,ssp245,ACCESS-CM2,1.9538881883857064,1.7973229289015709
68162,2032,ssp245,ACCESS-CM2,2.003040932275298,1.8417172221087832
68353,2033,ssp245,ACCESS-CM2,2.0557754103594172,1.8894075218825794
68544,2034,ssp245,ACCESS-CM2,2.103462967807117,1.9319300655072484
68735,2035,ssp245,ACCESS-CM2,2.1487873340937527,1.9735633953886624
68926,2036,ssp245,ACCESS-CM2,2.1959049117233036,2.0161757472371837
69117,2037,ssp245,ACCESS-CM2,2.241998661896406,2.0601297780932812
69308,2038,ssp245,ACCESS-CM2,2.2807604409851714,2.0957597893646662
69499,2039,ssp245,ACCESS-CM2,2.3253508227648347,2.1366191703608792
69690,2040,ssp245,ACCESS-CM2,2.3625715035546495,2.17014336122292
69874,2041,ssp245,ACCESS-CM2,2.4103302419927304,2.2148153125274246
70058,2042,ssp245,ACCESS-CM2,2.453301088342279,2.254817891518029
70242,2043,ssp245,ACCESS-CM2,2.5074169198893292,2.3054667241312328
70426,2044,ssp245,ACCESS-CM2,2.558286518881064,2.351345730967834
70610,2045,ssp245,ACCESS-CM2,2.61018246502067,2.3969399698849467
70794,2046,ssp245,ACCESS-CM2,2.660754443578226,2.442914133916663
70978,2047,ssp245,ACCESS-CM2,2.711878361457601,2.488668473357701
71162,2048,ssp245,ACCESS-CM2,2.748195535246109,2.5190256005515934
71346,2049,ssp245,ACCESS-CM2,2.807721180146048,2.5734213699834556
71530,2050,ssp245,ACCESS-CM2,2.8650770160881263,2.6260686270292015
71714,2051,ssp245,ACCESS-CM2,2.903309384389733,2.6610344549541796
71898,2052,ssp245,ACCESS-CM2,2.9431371756759486,2.6998244998716485
72082,2053,ssp245,ACCESS-CM2,2.980435092658124,2.734149426998612
72266,2054,ssp245,ACCESS-CM2,3.0132959297281543,2.76500512622402
72450,2055,ssp245,ACCESS-CM2,3.042448533201344,2.7925969754270032
72634,2056,ssp245,ACCESS-CM2,3.0764323842090384,2.825038589373114
72818,2057,ssp245,ACCESS-CM2,3.1204258187815017,2.8667325132679546
73002,2058,ssp245,ACCESS-CM2,3.1604539698961123,2.9040837223952964
73186,2059,ssp245,ACCESS-CM2,3.2045611199596675,2.945183073577677
73370,2060,ssp245,ACCESS-CM2,3.240070256861984,2.9762115953189663
73554,2061,ssp245,ACCESS-CM2,3.2744526679052406,3.0080157931314444
73738,2062,ssp245,ACCESS-CM2,3.3117517494083537,3.042204113013202
73922,2063,ssp245,ACCESS-CM2,3.3530659057366003,3.0804318500499983
74106,2064,ssp245,ACCESS-CM2,3.3894424202127955,3.114171127335089
74290,2065,ssp245,ACCESS-CM2,3.421566218372523,3.14322017836024
74474,2066,ssp245,ACCESS-CM2,3.437090697867484,3.1564412705016203
74658,2067,ssp245,ACCESS-CM2,3.4753463821029076,3.1898383115674114
74842,2068,ssp245,ACCESS-CM2,3.50285886595278,3.2137249446299414
75026,2069,ssp245,ACCESS-CM2,3.5293080790411806,3.2372389117289497
75210,2070,ssp245,ACCESS-CM2,3.5544773548352095,3.2600509095222843
75394,2071,ssp245,ACCESS-CM2,3.5809936689475013,3.2836732251654874
75578,2072,ssp245,ACCESS-CM2,3.600458390806558,3.299479343937413
75762,2073,ssp245,ACCESS-CM2,3.639304393102967,3.336634865108675
75946,2074,ssp245,ACCESS-CM2,3.6651032021825243,3.360490928063938
76130,2075,ssp245,ACCESS-CM2,3.6888956048465755,3.3827005791994535
76314,2076,ssp245,ACCESS-CM2,3.7177800243016574,3.4098393525754482
76498,2077,ssp245,ACCESS-CM2,3.7499790294438524,3.440142923167409
76682,2078,ssp245,ACCESS-CM2,3.7735817474996782,3.4624226752425913
76866,2079,ssp245,ACCESS-CM2,3.808772610402172,3.4971223161214064
77050,2080,ssp245,ACCESS-CM2,3.8386126013619615,3.52578025219267
77234,2081,ssp245,ACCESS-CM2,3.862836584004721,3.5487586387403027
77418,2082,ssp245,ACCESS-CM2,3.8810201209549224,3.565570726224721
77602,2083,ssp245,ACCESS-CM2,3.90074875711519,3.5836796832726803
77786,2084,ssp245,ACCESS-CM2,3.92340838500922,3.603774562928123
77970,2085,ssp245,ACCESS-CM2,3.9419446992014704,3.6216384119756526
78154,2086,ssp245,ACCESS-CM2,3.9653672123218686,3.642086958077095
78338,2087,ssp245,ACCESS-CM2,3.986903698724202,3.661371419538805
78522,2088,ssp245,ACCESS-CM2,4.007573925762378,3.6796730120907477
78706,2089,ssp245,ACCESS-CM2,,
78890,2090,ssp245,ACCESS-CM2,,
79074,2091,ssp245,ACCESS-CM2,,
79258,2092,ssp245,ACCESS-CM2,,
79442,2093,ssp245,ACCESS-CM2,,
79626,2094,ssp245,ACCESS-CM2,,
79810,2095,ssp245,ACCESS-CM2,,
79994,2096,ssp245,ACCESS-CM2,,
80178,2097,ssp245,ACCESS-CM2,,
80362,2098,ssp245,ACCESS-CM2,,
80546,2099,ssp245,ACCESS-CM2,,
80730,2100,ssp245,ACCESS-CM2,,
2,1850,historical,ACCESS-ESM1-5,,
394,1851,historical,ACCESS-ESM1-5,,
785,1852,historical,ACCESS-ESM1-5,,
1176,1853,historical,ACCESS-ESM1-5,,
1567,1854,historical,ACCESS-ESM1-5,,
1958,1855,historical,ACCESS-ESM1-5,,
2349,1856,historical,ACCESS-ESM1-5,,
2740,1857,historical,ACCESS-ESM1-5,,
3131,1858,historical,ACCESS-ESM1-5,,
3522,1859,historical,ACCESS-ESM1-5,,
3913,1860,historical,ACCESS-ESM1-5,,
4304,1861,historical,ACCESS-ESM1-5,,
4695,1862,historical,ACCESS-ESM1-5,0.02750496756091448,0.023453610280636545
5086,1863,historical,ACCESS-ESM1-5,0.028502853253178653,0.022272487824004192
5477,1864,historical,ACCESS-ESM1-5,0.031175841108542372,0.02542628036983846
5868,1865,historical,ACCESS-ESM1-5,0.03647105617880868,0.03006669110884769
6259,1866,historical,ACCESS-ESM1-5,0.035362145804663715,0.028379620325204857
6650,1867,historical,ACCESS-ESM1-5,0.033304222897397026,0.026138502856247168
7041,1868,historical,ACCESS-ESM1-5,0.03483796944343319,0.029584871274162306
7432,1869,historical,ACCESS-ESM1-5,0.028857121134054125,0.023847606979582773
7823,1870,historical,ACCESS-ESM1-5,0.02858513154543528,0.024788001871575868
8214,1871,historical,ACCESS-ESM1-5,0.03616642304164608,0.032939331972594924
8605,1872,historical,ACCESS-ESM1-5,0.030254775273612644,0.025679540377648694
8996,1873,historical,ACCESS-ESM1-5,0.021445952727211372,0.01582732764139663
9387,1874,historical,ACCESS-ESM1-5,0.020854879502576702,0.014991747779394805
9778,1875,historical,ACCESS-ESM1-5,0.019138062176673114,0.014016760741884508
10169,1876,historical,ACCESS-ESM1-5,0.013604640855240826,0.009618699215815336
10560,1877,historical,ACCESS-ESM1-5,0.009273427914528377,0.005579200142892912
10951,1878,historical,ACCESS-ESM1-5,0.013213314709062885,0.009608382825623929
11342,1879,historical,ACCESS-ESM1-5,0.009038176662367566,0.006930649153142829
11733,1880,historical,ACCESS-ESM1-5,-0.0015290379209649972,-0.003081751561577079
12124,1881,historical,ACCESS-ESM1-5,-0.009663251184475688,-0.012020990832117818
12515,1882,historical,ACCESS-ESM1-5,-0.014504315728717394,-0.017605484529212626
12906,1883,historical,ACCESS-ESM1-5,-0.012443749218558533,-0.01540938872340206
13297,1884,historical,ACCESS-ESM1-5,-0.015807243854300754,-0.01701269758809341
13688,1885,historical,ACCESS-ESM1-5,-0.017759518611456818,-0.017389912237462987
14079,1886,historical,ACCESS-ESM1-5,-0.01759189752747748,-0.015092815030953539
14470,1887,historical,ACCESS-ESM1-5,-0.022419254826983332,-0.01790894518660211
14861,1888,historical,ACCESS-ESM1-5,-0.023781494466595086,-0.01688088160310882
15252,1889,historical,ACCESS-ESM1-5,-0.025507146835974315,-0.018016894031870862
15643,1890,historical,ACCESS-ESM1-5,-0.03341047483433725,-0.025504852378682188
16034,1891,historical,ACCESS-ESM1-5,-0.03599835517492667,-0.027586770644606934
16425,1892,historical,ACCESS-ESM1-5,-0.0428988209599156,-0.032991572825017884
16816,1893,historical,ACCESS-ESM1-5,-0.05085094638065549,-0.04049992478287194
17207,1894,historical,ACCESS-ESM1-5,-0.04914718738374795,-0.03713468164605659
17598,1895,historical,ACCESS-ESM1-5,-0.04846029931453621,-0.03771914731511641
17989,1896,historical,ACCESS-ESM1-5,-0.047841777129687325,-0.03704320548275115
18380,1897,historical,ACCESS-ESM1-5,-0.03918808833799142,-0.02673536004315662
18771,1898,historical,ACCESS-ESM1-5,-0.024203985123094192,-0.011334096852043498
19162,1899,historical,ACCESS-ESM1-5,-0.011820329251375994,-0.00037386658267158035
19553,1900,historical,ACCESS-ESM1-5,-0.004767087307405712,0.007978243496745625
19944,1901,historical,ACCESS-ESM1-5,-0.0045627509729525,0.006757484791115395
20335,1902,historical,ACCESS-ESM1-5,-0.0019967983929505026,0.00891976668967969
20726,1903,historical,ACCESS-ESM1-5,0.003193976391950378,0.014229073586244263
21117,1904,historical,ACCESS-ESM1-5,0.01512529384422467,0.026229586571873163
21508,1905,historical,ACCESS-ESM1-5,0.021707231637611842,0.03402194939479006
21899,1906,historical,ACCESS-ESM1-5,0.027191858693636273,0.04119023742747398
22290,1907,historical,ACCESS-ESM1-5,0.027398285137829843,0.04226305698800792
22681,1908,historical,ACCESS-ESM1-5,0.022605773894606628,0.03875501486865483
23072,1909,historical,ACCESS-ESM1-5,0.025735571531015543,0.042917548178375044
23463,1910,historical,ACCESS-ESM1-5,0.02052934398748245,0.03759557362557266
23854,1911,historical,ACCESS-ESM1-5,0.010109956527869201,0.028157364822157097
24245,1912,historical,ACCESS-ESM1-5,0.008422853215629076,0.025705082339846183
24636,1913,historical,ACCESS-ESM1-5,0.00901350200324443,0.02486918911724304
25027,1914,historical,ACCESS-ESM1-5,0.013572264017272311,0.029010841404012236
25418,1915,historical,ACCESS-ESM1-5,0.024021631537470983,0.03892151375687373
25809,1916,historical,ACCESS-ESM1-5,0.029090070922390767,0.04278803276638337
26200,1917,historical,ACCESS-ESM1-5,0.032432257431059555,0.0441946780869803
26591,1918,historical,ACCESS-ESM1-5,0.04326400759443379,0.052733117385199195
26982,1919,historical,ACCESS-ESM1-5,0.047811456126403994,0.055513289563561406
27373,1920,historical,ACCESS-ESM1-5,0.05286539690270211,0.05936084123395813
27764,1921,historical,ACCESS-ESM1-5,0.047105894000777526,0.051879678829560114
28155,1922,historical,ACCESS-ESM1-5,0.04944954072666423,0.05320906015269197
28546,1923,historical,ACCESS-ESM1-5,0.04735807794782339,0.0503527955528703
28937,1924,historical,ACCESS-ESM1-5,0.03815443640258956,0.04177176832122522
29328,1925,historical,ACCESS-ESM1-5,0.04219634325532356,0.04379846149872615
29719,1926,historical,ACCESS-ESM1-5,0.04630658193084854,0.04818820250692166
30110,1927,historical,ACCESS-ESM1-5,0.04617512224128401,0.04758223129185653
30501,1928,historical,ACCESS-ESM1-5,0.037725738754970296,0.037906835618673855
30892,1929,historical,ACCESS-ESM1-5,0.027775616222746897,0.027491177212306265
31283,1930,historical,ACCESS-ESM1-5,0.028574103736719838,0.028192267389810333
31674,1931,historical,ACCESS-ESM1-5,0.028589912117471455,0.026858367789297153
32065,1932,historical,ACCESS-ESM1-5,0.03868560332747996,0.03744576636320418
32456,1933,historical,ACCESS-ESM1-5,0.04890135173052107,0.04630899623128009
32847,1934,historical,ACCESS-ESM1-5,0.04877851626033909,0.04503599557070036
33238,1935,historical,ACCESS-ESM1-5,0.053191586694468544,0.048231289148781706
33629,1936,historical,ACCESS-ESM1-5,0.06181217471335274,0.05427160638879694
34020,1937,historical,ACCESS-ESM1-5,0.06523474939464638,0.05538197013019374
34411,1938,historical,ACCESS-ESM1-5,0.05595956302898352,0.04757598858976435
34802,1939,historical,ACCESS-ESM1-5,0.0539664288301498,0.04691468382196593
35193,1940,historical,ACCESS-ESM1-5,0.05472322464045817,0.04710157457871761
35584,1941,historical,ACCESS-ESM1-5,0.055505405143706964,0.04952187875013495
35975,1942,historical,ACCESS-ESM1-5,0.061769395489184885,0.05743590679972866
36366,1943,historical,ACCESS-ESM1-5,0.06671574575828837,0.06437218837070224
36757,1944,historical,ACCESS-ESM1-5,0.06177218422738922,0.06004593093027317
37148,1945,historical,ACCESS-ESM1-5,0.052208598647356434,0.05274366248341332
37539,1946,historical,ACCESS-ESM1-5,0.055282436030671914,0.056892319805410846
37930,1947,historical,ACCESS-ESM1-5,0.05407454067689991,0.055853805139711596
38321,1948,historical,ACCESS-ESM1-5,0.04570603951985459,0.04919636408290893
38712,1949,historical,ACCESS-ESM1-5,0.045526284452790285,0.05002997630368854
39103,1950,historical,ACCESS-ESM1-5,0.04611311213350533,0.05103584652972512
39494,1951,historical,ACCESS-ESM1-5,0.05179368297640434,0.057540275923233214
39884,1952,historical,ACCESS-ESM1-5,0.042252908397704556,0.048219641353686955
40274,1953,historical,ACCESS-ESM1-5,0.040496474913143454,0.046419832115601335
40664,1954,historical,ACCESS-ESM1-5,0.04155730440186014,0.04606548299964159
41054,1955,historical,ACCESS-ESM1-5,0.026202364764446758,0.02907996599600411
41444,1956,historical,ACCESS-ESM1-5,0.020049840569207635,0.022371603444158582
41834,1957,historical,ACCESS-ESM1-5,0.01892150728541788,0.020783033676936718
42224,1958,historical,ACCESS-ESM1-5,0.016473231035800638,0.017417243632753165
42614,1959,historical,ACCESS-ESM1-5,0.013808781760433592,0.014606740808091481
43004,1960,historical,ACCESS-ESM1-5,0.013850306369265286,0.01525821737588687
43394,1961,historical,ACCESS-ESM1-5,0.013256957588628352,0.014189528839435629
43784,1962,historical,ACCESS-ESM1-5,0.009274938816632595,0.010093162003558738
44174,1963,historical,ACCESS-ESM1-5,0.011840695876552666,0.00985105967712784
44564,1964,historical,ACCESS-ESM1-5,0.007798228259463247,0.0037884661058965596
44954,1965,historical,ACCESS-ESM1-5,0.006163622871462769,0.0031828042625478064
45344,1966,historical,ACCESS-ESM1-5,0.007379704324968909,0.002770864284446987
45734,1967,historical,ACCESS-ESM1-5,0.01011233375022048,0.0038089820296251823
46124,1968,historical,ACCESS-ESM1-5,0.01162450064858819,0.0025015645101948408
46514,1969,historical,ACCESS-ESM1-5,0.018565822595675633,0.009810241314259687
46904,1970,historical,ACCESS-ESM1-5,0.024997234619795347,0.01496062900500934
47294,1971,historical,ACCESS-ESM1-5,0.030301243600000794,0.019323332352691607
47684,1972,historical,ACCESS-ESM1-5,0.03715331424770523,0.025265309533937835
