,year,no_arctic_tas,world_tas
0,1850,,
1,1851,,
2,1852,0.049648687469311434,0.063896979232577
3,1853,0.07656212690053897,0.08874634606114329
4,1854,0.06281217679785316,0.0685794966392012
5,1855,0.013479289691429974,0.019013930515617082
6,1856,-0.010885290437448158,-0.004379906392574018
7,1857,-0.005137703775890512,-0.0014287838415574128
8,1858,-0.023592106959360114,-0.01750793947417305
9,1859,-0.04991669781046256,-0.03910800217240137
10,1860,-0.054576568524522404,-0.047685379656847326
11,1861,-0.048168746049239486,-0.04571957957264104
12,1862,-0.07211676991444696,-0.06870494086943797
13,1863,-0.0550518118458083,-0.05546050461599633
14,1864,-0.02719397413133865,-0.03530600951903643
15,1865,0.011065023688842657,0.0005331499593791645
16,1866,0.03214879455322951,0.020271299090276362
17,1867,0.05047522346269131,0.038245773718171026
18,1868,0.04735742199893181,0.03869416189701373
19,1869,0.04444533147415109,0.037620263049504554
20,1870,0.03963100628040768,0.03842219287328148
21,1871,0.021854616312837517,0.021835915184046685
22,1872,0.0002949286731689149,0.0024089191517382424
23,1873,-0.008612769414424681,-0.006790811640480865
24,1874,-0.022768519306084846,-0.018211229952233832
25,1875,0.03658597518404878,0.038888209867696165
26,1876,0.10614162079648919,0.11020995673064844
27,1877,0.1266234579929592,0.12788209068366357
28,1878,0.1348518872380735,0.13694162316205344
29,1879,0.17458698057784036,0.17208125406957497
30,1880,0.1256851653368382,0.12046993422311483
31,1881,0.05321638384212165,0.050365342395465654
32,1882,0.018401438320618725,0.01274874905104192
33,1883,-0.010232836720377036,-0.021073625747414327
34,1884,-0.0530503243649903,-0.062487869158534826
35,1885,-0.09554861305180772,-0.10195632393072565
36,1886,-0.09625859312045223,-0.1097488674995184
37,1887,-0.04929390859282733,-0.05879307356128884
38,1888,-0.06073200965388283,-0.06367772512411646
39,1889,-0.05220983833004207,-0.05410785623981418
40,1890,-0.05441582905468221,-0.05773001978849155
41,1891,-0.08047236280751605,-0.08044845973484802
42,1892,-0.13012523065745737,-0.12880242246988532
43,1893,-0.11303916993417858,-0.11355490871153857
44,1894,-0.09367461041449321,-0.09161070020647213
45,1895,-0.047170304857842335,-0.04021696046864952
46,1896,-0.0476700534850142,-0.03978425007009798
47,1897,-0.014236692032723836,-0.011893893707112246
48,1898,0.02648526977720516,0.027512762644666556
49,1899,0.02389527340562702,0.024618100085874395
50,1900,-0.008274380802183522,-0.013421818078856085
51,1901,-0.021006032776152518,-0.023535208677610987
52,1902,-0.07893956081165984,-0.07479328929013362
53,1903,-0.11979913206697793,-0.11196593789216051
54,1904,-0.12852019008723187,-0.11705812698410764
55,1905,-0.14716896146379177,-0.1299526994816316
56,1906,-0.1411443384059478,-0.12352016078189157
57,1907,-0.12795402383706866,-0.11212568106749399
58,1908,-0.1555966055629951,-0.14009514182680147
59,1909,-0.2045151042531157,-0.18705314507162313
60,1910,-0.19644152678202026,-0.18309314596670329
61,1911,-0.18565216422421713,-0.17658252959962115
62,1912,-0.1308077109893096,-0.12378640665140854
63,1913,-0.06144953526087733,-0.057793971652542755
64,1914,-0.034411024520044506,-0.03582354549689517
65,1915,-0.044705452814951266,-0.04889570621495841
66,1916,-0.03764115829501068,-0.044533793787589246
67,1917,-0.052948720770121735,-0.06055475105256196
68,1918,-0.08545209637422899,-0.08811054659969633
69,1919,-0.05183296656026308,-0.05139440219816035
70,1920,-0.01846088290764055,-0.01014249241973253
71,1921,-0.002741694076006529,0.01475766340830199
72,1922,-0.003962218099996096,0.021000525967874505
73,1923,0.007784690136260264,0.03205613268097509
74,1924,0.02962300533438154,0.05601980567555613
75,1925,0.04934033435732744,0.07830980576277526
76,1926,0.06908418822714542,0.10047336442578758
77,1927,0.055759786934436284,0.08505903666655237
78,1928,0.07218684596315789,0.10618777189670695
79,1929,0.07337663008535499,0.10870409435443613
80,1930,0.08583756694799831,0.12291369251179345
81,1931,0.0624071923964737,0.09517463548195393
82,1932,0.09552281566892298,0.13412510318550458
83,1933,0.09003200462485982,0.12813752620496882
84,1934,0.07920263830274055,0.11614970079727789
85,1935,0.1022886123689291,0.14554662375064106
86,1936,0.15834313037147552,0.21176501043243823
87,1937,0.19304985331579003,0.24389771797141732
88,1938,0.2478898674837989,0.30214252769677513
89,1939,0.28956236712043065,0.3396682213305754
90,1940,0.2975004217007931,0.3408490355000919
91,1941,0.31168505297080307,0.353343227084463
92,1942,0.341395446425501,0.3863211913301931
93,1943,0.32613197868999566,0.3686941475701059
94,1944,0.2963586650698293,0.3405456335855057
95,1945,0.2721616571637935,0.3224500709159577
96,1946,0.24320524285172204,0.2849001879175189
97,1947,0.19349939185379145,0.2299334637551076
98,1948,0.15004186099091257,0.18495593870374585
99,1949,0.15940163113556172,0.1951037166089355
100,1950,0.18695897218951577,0.21556170067776598
101,1951,0.21794655334692298,0.252393537831897
102,1952,0.21910567739606535,0.2590385407984999
103,1953,0.23415801263247812,0.27004367304765076
104,1954,0.19800240444949882,0.2350896517868482
105,1955,0.1906451647995214,0.22505693736800786
106,1956,0.18735188358218938,0.21273500793860184
107,1957,0.20360968124157877,0.22541282612858665
108,1958,0.21171751654987592,0.23807357654111067
109,1959,0.26111701659893677,0.2830945435086133
110,1960,0.2522212708961441,0.2777901362526597
111,1961,0.24761485653145074,0.2721402227850541
112,1962,0.20624061698931584,0.22163064295835708
113,1963,0.19452987767135493,0.2048201739022137
114,1964,0.1742360300843353,0.1803707221540371
115,1965,0.16585802309541825,0.17183435007469977
116,1966,0.14132161962496476,0.14843699625656137
117,1967,0.19280216030213707,0.20353367726860966
118,1968,0.2174488112005934,0.22737037167983995
119,1969,0.19932197975848573,0.21579068010905136
120,1970,0.20820812818624929,0.21927172686205268
121,1971,0.24966727331925803,0.2620787182670414
122,1972,0.22137486774332377,0.23321805186876143
123,1973,0.21492447130069,0.22860111698702293
124,1974,0.21287506641097784,0.22730207560928065
125,1975,0.2526724773331918,0.26845681084446854
126,1976,0.2456350567709681,0.2595460558738959
127,1977,0.305436295294882,0.31249486261752973
128,1978,0.3669695354092717,0.37359015063024964
129,1979,0.45468409285716405,0.466013525551881
130,1980,0.4436788269750337,0.45120416252872797
131,1981,0.4875051407694677,0.4950765665919469
132,1982,0.47001599910499997,0.48666968513078396
133,1983,0.4377245819377181,0.457146569088699
134,1984,0.4154229353384295,0.4264401577516674
135,1985,0.45910701213945826,0.4681607211785536
136,1986,0.46624242395797255,0.47933328376502116
137,1987,0.49295363552151833,0.5052234907191738
138,1988,0.5546242408900119,0.5669753082204027
139,1989,0.598018307508076,0.6157259075689389
140,1990,0.5718511660259465,0.5924371426983179
141,1991,0.5480130250069886,0.5695689052206969
142,1992,0.5597631073290511,0.581088783870848
143,1993,0.5577186802062143,0.584533941335466
144,1994,0.5438730388196352,0.5717992821549247
145,1995,0.5981109779988409,0.6311014836351434
146,1996,0.6813014331954126,0.7133957211329517
147,1997,0.6980602345358208,0.7309203176750894
148,1998,0.691723159530856,0.7216005214006224
149,1999,0.7344002950545159,0.7641522270041873
150,2000,0.7542539535247881,0.7882613413247035
151,2001,0.7424018954630525,0.7816008797282372
152,2002,0.7720433330903967,0.8104833470919053
153,2003,0.8210156045955846,0.8659026742811173
154,2004,0.8312288548009799,0.8826489180794221
155,2005,0.8333012616575532,0.8921939687833598
156,2006,0.8149710037909674,0.8760958680954263
157,2007,0.8333568777118536,0.901649335234534
158,2008,0.8455858707668915,0.9162307682672453
159,2009,0.8330050735627653,0.9090555611226941
160,2010,0.828787343845246,0.9059922898895234
161,2011,0.8631202427333982,0.9377855652082079
162,2012,0.8735430920521694,0.9528342777358476
163,2013,0.9057496901245148,0.9816630664874431
164,2014,0.980895328302017,1.0606621284764641
165,2015,1.0351716327852207,1.1143158180691008
166,2016,1.0572705295927798,1.1418365521769986
167,2017,1.0971563120202679,1.1857862235276584
168,2018,1.109964455827516,1.2053479064521384
169,2019,1.0842671749718,1.1708763988020703
170,2020,1.0800922933332173,1.1650062159899988
171,2021,,
172,2022,,
