,Model,Ensemble_member,No_arctic_crossing_year,World_crossing_year,gap
60,CanESM5,r2i1p1f1,2031.753,2027.743,4.009999999999991
61,CanESM5,r2i1p2f1,2032.195,2028.0,4.194999999999936
62,CanESM5,r3i1p1f1,2034.214,2029.23,4.983999999999924
63,CanESM5,r3i1p2f1,2032.941,2029.302,3.6390000000001237
64,CanESM5,r4i1p1f1,2038.639,2033.134,5.504999999999882
65,CanESM5,r4i1p2f1,2036.228,2031.101,5.126999999999953
66,CanESM5,r5i1p1f1,2034.134,2029.507,4.626999999999953
67,CanESM5,r5i1p2f1,2036.293,2032.148,4.144999999999982
68,CanESM5,r6i1p1f1,2034.936,2030.496,4.439999999999827
69,CanESM5,r6i1p2f1,2033.856,2029.594,4.261999999999944
70,CanESM5,r7i1p1f1,2035.56,2030.635,4.9249999999999545
71,CanESM5,r7i1p2f1,2037.277,2031.676,5.601000000000113
72,CanESM5,r8i1p1f1,2037.083,2031.862,5.221000000000004
73,CanESM5,r8i1p2f1,2034.085,2029.732,4.3530000000000655
74,CanESM5,r9i1p1f1,2034.086,2028.87,5.216000000000122
75,CanESM5,r9i1p2f1,2033.042,2028.996,4.045999999999822
76,CanESM5-CanOE,r1i1p2f1,2033.934,2027.861,6.072999999999865
77,CanESM5-CanOE,r2i1p2f1,2032.64,2028.348,4.292000000000144
78,CanESM5-CanOE,r3i1p2f1,2033.285,2029.664,3.6210000000000946
79,EC-Earth3,r1i1p1f1,2037.279,2033.6,3.6790000000000873
80,EC-Earth3-AerChem,r1i1p1f1,2027.816,2025.608,2.2080000000000837
81,EC-Earth3-Veg,r1i1p1f1,2042.185,2038.745,3.4400000000000546
82,FGOALS-f3-L,r1i1p1f1,2033.875,2030.091,3.7840000000001055
83,FGOALS-g3,r1i1p1f1,2038.989,2032.949,6.039999999999964
84,GFDL-ESM4,r1i1p1f1,2035.176,2030.823,4.352999999999838
85,GISS-E2-1-G,r1i1p1f2,2024.517,2020.924,3.5930000000000746
86,GISS-E2-1-G,r1i1p3f1,2032.403,2029.044,3.3589999999999236
87,INM-CM4-8,r1i1p1f1,2036.105,2033.043,3.0620000000001255
88,INM-CM5-0,r1i1p1f1,2033.563,2030.095,3.4680000000000746
89,INM-CM5-0,r2i1p1f1,2038.754,2034.803,3.9509999999997945
90,INM-CM5-0,r3i1p1f1,2035.813,2032.733,3.0800000000001546
91,INM-CM5-0,r4i1p1f1,2035.689,2032.556,3.133000000000038
92,INM-CM5-0,r5i1p1f1,2034.936,2029.878,5.057999999999993
93,IPSL-CM5A2-INCA,r1i1p1f1,2043.657,2038.716,4.941000000000031
94,IPSL-CM6A-LR,r1i1p1f1,2036.513,2032.81,3.7029999999999745
95,IPSL-CM6A-LR,r2i1p1f1,2037.068,2032.374,4.69399999999996
96,IPSL-CM6A-LR,r3i1p1f1,2038.398,2034.205,4.192999999999984
97,IPSL-CM6A-LR,r4i1p1f1,2035.397,2031.96,3.436999999999898
98,IPSL-CM6A-LR,r5i1p1f1,2030.616,2027.737,2.8789999999999054
99,IPSL-CM6A-LR,r6i1p1f1,2035.143,2030.811,4.332000000000107
100,IPSL-CM6A-LR,r7i1p1f1,2039.198,2035.772,3.4260000000001583
101,IPSL-CM6A-LR,r8i1p1f1,2033.385,2030.808,2.576999999999998
102,IPSL-CM6A-LR,r9i1p1f1,2036.783,2031.291,5.491999999999962
103,KACE-1-0-G,r1i1p1f1,2029.741,2026.504,3.23700000000008
104,MCM-UA-1-0,r1i1p1f2,2043.062,2036.402,6.6599999999998545
105,MIROC-ES2L,r1i1p1f2,2032.263,2027.57,4.692999999999984
106,MIROC-ES2L,r2i1p1f2,2032.341,2029.779,2.561999999999898
107,MIROC6,r1i1p1f1,2035.094,2030.257,4.836999999999989
108,MIROC6,r2i1p1f1,2032.441,2028.869,3.5720000000001164
109,MIROC6,r3i1p1f1,2032.156,2029.667,2.4890000000000327
110,MPI-ESM1-2-HR,r10i1p1f1,2038.296,2034.165,4.1310000000000855
111,MPI-ESM1-2-HR,r1i1p1f1,2041.15,2036.224,4.926000000000158
112,MPI-ESM1-2-HR,r2i1p1f1,2041.789,2035.743,6.046000000000049
113,MPI-ESM1-2-HR,r3i1p1f1,2042.041,2038.013,4.02800000000002
114,MPI-ESM1-2-HR,r4i1p1f1,2037.438,2034.371,3.0670000000000073
115,MPI-ESM1-2-HR,r5i1p1f1,2038.884,2035.934,2.9500000000000455
116,MPI-ESM1-2-HR,r6i1p1f1,2040.868,2036.949,3.918999999999869
117,MPI-ESM1-2-HR,r7i1p1f1,2042.829,2039.644,3.1849999999999454
118,MPI-ESM1-2-HR,r8i1p1f1,2046.27,2042.995,3.275000000000091
119,MPI-ESM1-2-HR,r9i1p1f1,2047.856,2042.116,5.740000000000009
120,MPI-ESM1-2-LR,r10i1p1f1,2041.061,2038.052,3.0090000000000146
121,MPI-ESM1-2-LR,r1i1p1f1,2040.016,2035.191,4.8250000000000455
122,MPI-ESM1-2-LR,r2i1p1f1,2036.534,2032.431,4.1030000000000655
123,MPI-ESM1-2-LR,r3i1p1f1,2040.004,2034.406,5.597999999999956
124,MPI-ESM1-2-LR,r4i1p1f1,2042.755,2037.492,5.263000000000147
125,MPI-ESM1-2-LR,r5i1p1f1,2040.511,2036.919,3.591999999999871
126,MPI-ESM1-2-LR,r6i1p1f1,2040.098,2035.917,4.18100000000004
127,MPI-ESM1-2-LR,r7i1p1f1,2040.721,2037.384,3.336999999999989
128,MPI-ESM1-2-LR,r8i1p1f1,2039.989,2034.821,5.16800000000012
129,MPI-ESM1-2-LR,r9i1p1f1,2038.925,2034.455,4.470000000000027
130,MRI-ESM2-0,r1i1p1f1,2030.276,2026.628,3.6480000000001382
131,MRI-ESM2-0,r2i1p1f1,2032.678,2028.748,3.9300000000000637
132,MRI-ESM2-0,r3i1p1f1,2029.95,2026.081,3.869000000000142
133,MRI-ESM2-0,r4i1p1f1,2029.611,2026.362,3.2490000000000236
134,MRI-ESM2-0,r5i1p1f1,2034.484,2030.612,3.8719999999998436
135,NorESM2-LM,r1i1p1f1,2036.25,2034.722,1.52800000000002
136,NorESM2-MM,r1i1p1f1,2034.379,2031.94,2.438999999999851
137,TaiESM1,r1i1p1f1,2026.557,2024.312,2.2450000000001182
138,UKESM1-0-LL,r10i1p1f2,2027.864,2025.293,2.57100000000014
139,UKESM1-0-LL,r11i1p1f2,2022.28,2020.266,2.0139999999998963
140,UKESM1-0-LL,r12i1p1f2,2024.694,2022.36,2.33400000000006
141,UKESM1-0-LL,r16i1p1f2,2026.964,2023.546,3.4179999999998927
142,UKESM1-0-LL,r17i1p1f2,2026.828,2023.258,3.5699999999999363
143,UKESM1-0-LL,r18i1p1f2,2027.405,2023.915,3.490000000000009
144,UKESM1-0-LL,r19i1p1f2,2025.492,2022.908,2.58400000000006
145,UKESM1-0-LL,r1i1p1f2,2025.301,2022.264,3.0370000000000346
146,UKESM1-0-LL,r2i1p1f2,2022.958,2020.783,2.175000000000182
147,UKESM1-0-LL,r3i1p1f2,2026.676,2023.55,3.1259999999999764
148,UKESM1-0-LL,r4i1p1f2,2027.401,2024.421,2.980000000000018
149,UKESM1-0-LL,r8i1p1f2,2028.66,2025.097,3.563000000000102
150,UKESM1-0-LL,r9i1p1f2,2023.309,2021.131,2.1779999999998836
151,UKESM1-1-LL,r1i1p1f2,2028.591,2025.985,2.6059999999999945
