,Model,Ensemble_member,No_arctic_crossing_year,World_crossing_year,gap
0,ACCESS-CM2,r1i1p1f1,2026.781,2023.593,3.1879999999998745
1,ACCESS-CM2,r2i1p1f1,2027.892,2024.902,2.990000000000009
2,ACCESS-ESM1-5,r1i1p1f1,2035.63,2031.464,4.166000000000167
3,ACCESS-ESM1-5,r2i1p1f1,2029.981,2027.72,2.2609999999999673
4,ACCESS-ESM1-5,r3i1p1f1,2028.935,2025.889,3.046000000000049
5,AWI-CM-1-1-MR,r1i1p1f1,2039.075,2034.479,4.596000000000004
6,BCC-CSM2-MR,r1i1p1f1,2031.057,2027.822,3.2350000000001273
7,CAMS-CSM1-0,r1i1p1f1,2038.343,2031.559,6.7840000000001055
8,CAMS-CSM1-0,r2i1p1f1,2037.659,2034.644,3.0150000000001
9,CAS-ESM2-0,r1i1p1f1,2032.351,2029.21,3.1410000000000764
10,CESM2,r4i1p1f1,2034.548,2032.187,2.3610000000001037
11,CESM2-WACCM,r1i1p1f1,2035.525,2032.229,3.296000000000049
12,CMCC-CM2-SR5,r1i1p1f1,2041.146,2039.127,2.0190000000000055
13,CMCC-ESM2,r1i1p1f1,2038.445,2035.215,3.230000000000018
14,CNRM-CM6-1,r1i1p1f2,2032.113,2030.427,1.6860000000001492
15,CNRM-CM6-1,r2i1p1f2,2028.686,2025.97,2.7159999999998945
16,CNRM-CM6-1,r3i1p1f2,2032.171,2028.302,3.869000000000142
17,CNRM-CM6-1,r4i1p1f2,2030.669,2028.414,2.255000000000109
18,CNRM-CM6-1,r5i1p1f2,2030.277,2027.169,3.1079999999999472
19,CNRM-CM6-1,r6i1p1f2,2032.161,2029.391,2.769999999999982
20,CNRM-CM6-1-HR,r1i1p1f2,2032.844,2029.401,3.4429999999999836
21,CNRM-ESM2-1,r1i1p1f2,2033.461,2032.418,1.04300000000012
22,CNRM-ESM2-1,r2i1p1f2,2032.315,2031.206,1.109000000000151
23,CNRM-ESM2-1,r3i1p1f2,2025.304,2023.168,2.1360000000001946
24,CNRM-ESM2-1,r4i1p1f2,2023.81,2021.945,1.865000000000009
25,CNRM-ESM2-1,r5i1p1f2,2029.611,2026.998,2.6130000000000564
26,CanESM5,r10i1p1f1,2036.631,2031.873,4.758000000000038
27,CanESM5,r10i1p2f1,2035.221,2030.185,5.036000000000058
28,CanESM5,r11i1p1f1,2033.04,2029.152,3.88799999999992
29,CanESM5,r11i1p2f1,2036.72,2032.079,4.641000000000076
30,CanESM5,r12i1p1f1,2036.124,2031.533,4.591000000000122
31,CanESM5,r12i1p2f1,2034.205,2029.868,4.336999999999989
32,CanESM5,r13i1p1f1,2034.682,2029.782,4.900000000000091
33,CanESM5,r13i1p2f1,2033.404,2029.978,3.425999999999931
34,CanESM5,r14i1p1f1,2037.511,2033.748,3.76299999999992
35,CanESM5,r14i1p2f1,2032.726,2028.08,4.6460000000001855
36,CanESM5,r15i1p1f1,2035.377,2030.369,5.008000000000038
37,CanESM5,r15i1p2f1,2035.379,2029.371,6.007999999999811
38,CanESM5,r16i1p1f1,2033.993,2028.505,5.487999999999829
39,CanESM5,r16i1p2f1,2032.131,2027.962,4.169000000000096
40,CanESM5,r17i1p1f1,2036.439,2031.153,5.286000000000058
41,CanESM5,r17i1p2f1,2034.298,2029.177,5.121000000000095
42,CanESM5,r18i1p1f1,2038.359,2032.922,5.436999999999898
43,CanESM5,r18i1p2f1,2031.745,2027.848,3.8969999999999345
44,CanESM5,r19i1p1f1,2035.493,2030.936,4.557000000000016
45,CanESM5,r19i1p2f1,2034.462,2029.046,5.41599999999994
46,CanESM5,r1i1p1f1,2034.413,2028.56,5.8530000000000655
47,CanESM5,r1i1p2f1,2033.538,2027.513,6.025000000000091
48,CanESM5,r20i1p1f1,2033.214,2028.82,4.3940000000000055
49,CanESM5,r20i1p2f1,2032.293,2028.529,3.7639999999998963
50,CanESM5,r21i1p1f1,2034.017,2028.643,5.374000000000024
51,CanESM5,r21i1p2f1,2033.023,2027.326,5.696999999999889
52,CanESM5,r22i1p1f1,2036.242,2031.217,5.024999999999864
53,CanESM5,r22i1p2f1,2035.03,2029.091,5.939000000000078
54,CanESM5,r23i1p1f1,2035.762,2030.845,4.916999999999916
55,CanESM5,r23i1p2f1,2031.908,2027.845,4.0629999999998745
56,CanESM5,r24i1p1f1,2034.407,2029.972,4.434999999999945
57,CanESM5,r24i1p2f1,2032.556,2028.13,4.425999999999931
58,CanESM5,r25i1p1f1,2034.289,2029.922,4.366999999999962
59,CanESM5,r25i1p2f1,2032.43,2028.443,3.98700000000008
