,year,Experiment,Model,adjusted_world_tas_anom,adjusted_no_arctic_tas_anom
41052,1955,historical,ACCESS-CM2,0.13793411125156418,0.12477000643382934
41442,1956,historical,ACCESS-CM2,0.11242585723095465,0.10001681979193289
41832,1957,historical,ACCESS-CM2,0.0917220160765544,0.08190425919157215
42222,1958,historical,ACCESS-CM2,0.08230529904039872,0.07366209986669717
42612,1959,historical,ACCESS-CM2,0.08254609109181817,0.07265829287742681
43002,1960,historical,ACCESS-CM2,0.07773536889311916,0.06825924164707325
43392,1961,historical,ACCESS-CM2,0.07948699575480585,0.07101064752919171
43782,1962,historical,ACCESS-CM2,0.073462700464329,0.06303999667796872
44172,1963,historical,ACCESS-CM2,0.06971713186109131,0.05996030956154703
44562,1964,historical,ACCESS-CM2,0.07415183200635526,0.06576296451817804
44952,1965,historical,ACCESS-CM2,0.07186888332578796,0.06485982173869621
45342,1966,historical,ACCESS-CM2,0.0664349208323107,0.05970802287062701
45732,1967,historical,ACCESS-CM2,0.07201154046117139,0.06362500891638517
46122,1968,historical,ACCESS-CM2,0.07205891773852789,0.06262139041329681
46512,1969,historical,ACCESS-CM2,0.07335615524077528,0.06458396315651485
46902,1970,historical,ACCESS-CM2,0.07746438742180521,0.06741759829885317
47292,1971,historical,ACCESS-CM2,0.07000844137697462,0.06228851563896918
47682,1972,historical,ACCESS-CM2,0.06887187633658703,0.06239297499146032
48072,1973,historical,ACCESS-CM2,0.0693580161731393,0.062260452707855025
48461,1974,historical,ACCESS-CM2,0.07651249976289473,0.07147586338673985
48850,1975,historical,ACCESS-CM2,0.09508315351145352,0.09267014554747594
49239,1976,historical,ACCESS-CM2,0.1194438570869951,0.11752023293173808
49628,1977,historical,ACCESS-CM2,0.15144549159532028,0.1470450689255146
50017,1978,historical,ACCESS-CM2,0.1637022945544037,0.1602209403182295
50406,1979,historical,ACCESS-CM2,0.16645337534764723,0.1647281640688933
50795,1980,historical,ACCESS-CM2,0.1783676859950925,0.17645142468196143
51184,1981,historical,ACCESS-CM2,0.19959363632299115,0.19942590567963867
51573,1982,historical,ACCESS-CM2,0.2190862804760593,0.21958567636410958
51962,1983,historical,ACCESS-CM2,0.2121673318620744,0.2126977824474779
52351,1984,historical,ACCESS-CM2,0.20387125172986953,0.2050370008163309
52740,1985,historical,ACCESS-CM2,0.21372139430445286,0.21423152857765534
53129,1986,historical,ACCESS-CM2,0.22673916380001227,0.22634721988234643
53518,1987,historical,ACCESS-CM2,0.2448368878935115,0.24382455195472963
53907,1988,historical,ACCESS-CM2,0.25449612946404737,0.2518983012606478
54296,1989,historical,ACCESS-CM2,0.2678597834395466,0.2635352109638594
54685,1990,historical,ACCESS-CM2,0.27969022117661885,0.2740301524567566
55074,1991,historical,ACCESS-CM2,0.3081839737716186,0.2989520673019963
55463,1992,historical,ACCESS-CM2,0.3264706242874604,0.3140942675847098
55852,1993,historical,ACCESS-CM2,0.3469432725003307,0.3320638037390539
56241,1994,historical,ACCESS-CM2,0.3820510819603052,0.3637982326865684
56630,1995,historical,ACCESS-CM2,0.40120065672191246,0.3795778819605038
57019,1996,historical,ACCESS-CM2,0.41988326624320055,0.3974746707635324
57409,1997,historical,ACCESS-CM2,0.431918847200545,0.41040195063587787
57798,1998,historical,ACCESS-CM2,0.45026192560872297,0.42696544165885253
58187,1999,historical,ACCESS-CM2,0.4777030647440808,0.45043084866441285
58576,2000,historical,ACCESS-CM2,0.49214584343037976,0.46326718362771196
58965,2001,historical,ACCESS-CM2,0.5109917349731106,0.47939789885996664
59356,2002,historical,ACCESS-CM2,0.5401067687759284,0.5058046888235003
59746,2003,historical,ACCESS-CM2,0.5979254095129517,0.5603306979925228
60136,2004,historical,ACCESS-CM2,0.6336327943157117,0.5921035538627105
60526,2005,historical,ACCESS-CM2,0.6741392735498216,0.6276632511248035
60916,2006,historical,ACCESS-CM2,0.7212498823963864,0.6711464945675432
61306,2007,historical,ACCESS-CM2,0.7643855997379994,0.7116437688509913
61696,2008,historical,ACCESS-CM2,0.8195836030430029,0.7611187533047566
62086,2009,historical,ACCESS-CM2,0.8657392912189056,0.8025530106335365
62476,2010,historical,ACCESS-CM2,0.9096040600130517,0.8436689551298981
62866,2011,historical,ACCESS-CM2,0.9415639408838752,0.8731534535071903
63256,2012,historical,ACCESS-CM2,0.9841529121162974,0.9113746826347674
63647,2013,historical,ACCESS-CM2,1.0193770731829956,0.9443381329053093
64038,2014,historical,ACCESS-CM2,1.0508526786045962,0.9734812085490668
64462,2015,ssp370,ACCESS-CM2,1.0883440275826322,1.0060448845291483
64667,2016,ssp370,ACCESS-CM2,1.122815001858737,1.0366949013681572
64869,2017,ssp370,ACCESS-CM2,1.1684123878239439,1.0780088124782945
65071,2018,ssp370,ACCESS-CM2,1.2256843293604895,1.1309537264138194
65273,2019,ssp370,ACCESS-CM2,1.2860729517384908,1.1874701875829496
65475,2020,ssp370,ACCESS-CM2,1.342014675962771,1.238132815997927
65677,2021,ssp370,ACCESS-CM2,1.3910358781685124,1.2809213313391077
65879,2022,ssp370,ACCESS-CM2,1.4300000376043513,1.3163697862618033
66081,2023,ssp370,ACCESS-CM2,1.4655412140072084,1.3483732714392371
66283,2024,ssp370,ACCESS-CM2,1.5236449730033286,1.4025318529498674
66485,2025,ssp370,ACCESS-CM2,1.5632357784142057,1.440111979925378
66687,2026,ssp370,ACCESS-CM2,1.5997615254565245,1.4756459646498572
66889,2027,ssp370,ACCESS-CM2,1.6342328771421686,1.506842301810147
67091,2028,ssp370,ACCESS-CM2,1.6710985953613342,1.5433700896508011
67293,2029,ssp370,ACCESS-CM2,1.7141214028069371,1.5834000912452557
67465,2030,ssp370,ACCESS-CM2,1.7595288433159983,1.622649235668432
67637,2031,ssp370,ACCESS-CM2,1.813371250946091,1.6713914254608355
67809,2032,ssp370,ACCESS-CM2,1.8657132422207008,1.7194137792402178
67981,2033,ssp370,ACCESS-CM2,1.9238657046206358,1.772407416745303
68153,2034,ssp370,ACCESS-CM2,1.9666703882350207,1.8094759148891297
68325,2035,ssp370,ACCESS-CM2,2.0163497738014375,1.855173966732749
68497,2036,ssp370,ACCESS-CM2,2.0705922409487494,1.902990598319922
68669,2037,ssp370,ACCESS-CM2,2.113317435442184,1.9389493108356781
68841,2038,ssp370,ACCESS-CM2,2.1610711377355694,1.9805964670147964
69013,2039,ssp370,ACCESS-CM2,2.188222852641855,2.0047998696396583
69185,2040,ssp370,ACCESS-CM2,2.2356842048496786,2.050228441123541
69357,2041,ssp370,ACCESS-CM2,2.2740224601853916,2.0861980990831412
69529,2042,ssp370,ACCESS-CM2,2.320066111913842,2.1276429542436412
69701,2043,ssp370,ACCESS-CM2,2.361109122208544,2.166015566952541
69873,2044,ssp370,ACCESS-CM2,2.4042604219587047,2.2073060789239953
70045,2045,ssp370,ACCESS-CM2,2.4452389256785785,2.2467117763857085
70217,2046,ssp370,ACCESS-CM2,2.4945126802675066,2.2926115361095465
70389,2047,ssp370,ACCESS-CM2,2.54353356486843,2.3382387451486757
70561,2048,ssp370,ACCESS-CM2,2.5862029009878373,2.375385166527663
70733,2049,ssp370,ACCESS-CM2,2.6272871522403234,2.413002550967958
70905,2050,ssp370,ACCESS-CM2,2.674245174244717,2.4588088546088285
71077,2051,ssp370,ACCESS-CM2,2.7112381836986823,2.4941829008029965
71249,2052,ssp370,ACCESS-CM2,2.7520071591050126,2.5336751377926827
71421,2053,ssp370,ACCESS-CM2,2.7939771123548116,2.574965775181701
71593,2054,ssp370,ACCESS-CM2,2.8532906501518362,2.632432927716992
71765,2055,ssp370,ACCESS-CM2,2.9136122344708504,2.690584309322037
71935,2056,ssp370,ACCESS-CM2,2.966043527577539,2.7423174655745584
72101,2057,ssp370,ACCESS-CM2,3.014442681367863,2.7908409487844943
72267,2058,ssp370,ACCESS-CM2,3.059810918425076,2.8356474215890897
72433,2059,ssp370,ACCESS-CM2,3.1158650632627403,2.8886566738949853
72599,2060,ssp370,ACCESS-CM2,3.1686506180499356,2.9373099454025433
72765,2061,ssp370,ACCESS-CM2,3.224048674219743,2.9882882973502722
72931,2062,ssp370,ACCESS-CM2,3.28383539705278,3.044768918576049
73097,2063,ssp370,ACCESS-CM2,3.3409069217432243,3.0977562240090712
73263,2064,ssp370,ACCESS-CM2,3.3895781189612,3.1420437632806832
73429,2065,ssp370,ACCESS-CM2,3.455010867994151,3.200222905845538
73595,2066,ssp370,ACCESS-CM2,3.5101242786742874,3.2493771523093833
73761,2067,ssp370,ACCESS-CM2,3.564310538121841,3.300304115901436
73927,2068,ssp370,ACCESS-CM2,3.6219988619514183,3.3562234607114405
74093,2069,ssp370,ACCESS-CM2,3.683726954967173,3.414343425539463
74259,2070,ssp370,ACCESS-CM2,3.7298955723416287,3.457653552728348
74425,2071,ssp370,ACCESS-CM2,3.78706046319554,3.5108947801867645
74591,2072,ssp370,ACCESS-CM2,3.8405935630233565,3.560912877748608
74757,2073,ssp370,ACCESS-CM2,3.899906069404568,3.615722990425829
74923,2074,ssp370,ACCESS-CM2,3.95639403301519,3.668405577984307
75089,2075,ssp370,ACCESS-CM2,4.014101457335104,3.7223358265475297
75255,2076,ssp370,ACCESS-CM2,4.064413480809004,3.768255544911206
75421,2077,ssp370,ACCESS-CM2,4.132122515952445,3.831954475253642
75587,2078,ssp370,ACCESS-CM2,4.196693138137853,3.892315399544773
75753,2079,ssp370,ACCESS-CM2,4.258153370879892,3.9501930103408385
75919,2080,ssp370,ACCESS-CM2,4.319068481391884,4.00882801488558
76085,2081,ssp370,ACCESS-CM2,4.368870684217058,4.05452196465993
76251,2082,ssp370,ACCESS-CM2,4.424177883854276,4.103800956875642
76417,2083,ssp370,ACCESS-CM2,4.497430722973979,4.170649788639641
76583,2084,ssp370,ACCESS-CM2,4.5707668715110845,4.238366930800894
76749,2085,ssp370,ACCESS-CM2,4.640663345855474,4.304650222040402
76915,2086,ssp370,ACCESS-CM2,4.705726198581517,4.36516997523813
77081,2087,ssp370,ACCESS-CM2,4.766946536122465,4.421378197730965
77247,2088,ssp370,ACCESS-CM2,4.821356239646789,4.470735225830261
77413,2089,ssp370,ACCESS-CM2,4.882835743662698,4.52944388860261
77579,2090,ssp370,ACCESS-CM2,4.952164762474115,4.5944015426754135
77745,2091,ssp370,ACCESS-CM2,5.016220811224895,4.653983169689744
77911,2092,ssp370,ACCESS-CM2,,
78077,2093,ssp370,ACCESS-CM2,,
78243,2094,ssp370,ACCESS-CM2,,
78409,2095,ssp370,ACCESS-CM2,,
78575,2096,ssp370,ACCESS-CM2,,
78741,2097,ssp370,ACCESS-CM2,,
78907,2098,ssp370,ACCESS-CM2,,
79073,2099,ssp370,ACCESS-CM2,,
79238,2100,ssp370,ACCESS-CM2,,
2,1850,historical,ACCESS-ESM1-5,,
394,1851,historical,ACCESS-ESM1-5,,
785,1852,historical,ACCESS-ESM1-5,,
1176,1853,historical,ACCESS-ESM1-5,,
1567,1854,historical,ACCESS-ESM1-5,,
1958,1855,historical,ACCESS-ESM1-5,,
2349,1856,historical,ACCESS-ESM1-5,,
2740,1857,historical,ACCESS-ESM1-5,,
3131,1858,historical,ACCESS-ESM1-5,,
3522,1859,historical,ACCESS-ESM1-5,,
3913,1860,historical,ACCESS-ESM1-5,0.0012302088680525053,0.008337666569485725
4304,1861,historical,ACCESS-ESM1-5,-0.005631210606177856,0.0002720758695240992
4695,1862,historical,ACCESS-ESM1-5,-0.0026984785614238855,0.0018749899660590573
5086,1863,historical,ACCESS-ESM1-5,0.0037814512075111033,0.006232038592661143
5477,1864,historical,ACCESS-ESM1-5,0.014154126691175134,0.014770744612583478
5868,1865,historical,ACCESS-ESM1-5,0.020813062853439403,0.021553043872432075
6259,1866,historical,ACCESS-ESM1-5,0.029463872578948752,0.029580795819925038
6650,1867,historical,ACCESS-ESM1-5,0.028996771143969893,0.029535373746284278
7041,1868,historical,ACCESS-ESM1-5,0.03360740907361388,0.033775494562214986
7432,1869,historical,ACCESS-ESM1-5,0.037633085559453716,0.03772490129893346
7823,1870,historical,ACCESS-ESM1-5,0.04350940356148972,0.04241070339575965
8214,1871,historical,ACCESS-ESM1-5,0.04746435864076106,0.04621469001288184
8605,1872,historical,ACCESS-ESM1-5,0.04699727688688715,0.04442665091340038
8996,1873,historical,ACCESS-ESM1-5,0.05014821542999748,0.048728182592032446
9387,1874,historical,ACCESS-ESM1-5,0.04842953748796751,0.04745443185556977
9778,1875,historical,ACCESS-ESM1-5,0.030575832444146724,0.027731123597721976
10169,1876,historical,ACCESS-ESM1-5,0.017531278122853197,0.013544350680852212
10560,1877,historical,ACCESS-ESM1-5,0.012146036234775271,0.0098947699113102
10951,1878,historical,ACCESS-ESM1-5,-0.0026729256419364606,-0.002504170985414786
11342,1879,historical,ACCESS-ESM1-5,-0.012489729953949189,-0.010792507934404385
11733,1880,historical,ACCESS-ESM1-5,-0.01291831208110707,-0.009028168740526159
12124,1881,historical,ACCESS-ESM1-5,-0.008540397475337745,-0.0030166100138007343
12515,1882,historical,ACCESS-ESM1-5,-0.015248591277455948,-0.006692064515873484
12906,1883,historical,ACCESS-ESM1-5,-0.02374920947005906,-0.013892056836665681
13297,1884,historical,ACCESS-ESM1-5,-0.03560819315659184,-0.025335657723065147
13688,1885,historical,ACCESS-ESM1-5,-0.05129334742727283,-0.04254576749729319
14079,1886,historical,ACCESS-ESM1-5,-0.05682611353272674,-0.046426062257780905
14470,1887,historical,ACCESS-ESM1-5,-0.061440702059033306,-0.05071849624654756
14861,1888,historical,ACCESS-ESM1-5,-0.06402219657877137,-0.05257965607787096
15252,1889,historical,ACCESS-ESM1-5,-0.05205349358277665,-0.03910347761300679
15643,1890,historical,ACCESS-ESM1-5,-0.048857138350639435,-0.03303377614096375
16034,1891,historical,ACCESS-ESM1-5,-0.04382713530263661,-0.028002964461285924
16425,1892,historical,ACCESS-ESM1-5,-0.03897403115445139,-0.022346178606981675
16816,1893,historical,ACCESS-ESM1-5,-0.043904737451258384,-0.02855108972135432
17207,1894,historical,ACCESS-ESM1-5,-0.052593419022054035,-0.03728347299924311
17598,1895,historical,ACCESS-ESM1-5,-0.04795340487270032,-0.030298832313641277
17989,1896,historical,ACCESS-ESM1-5,-0.0429273346449631,-0.02359016194906553
18380,1897,historical,ACCESS-ESM1-5,-0.04052522321252415,-0.020172233866941024
18771,1898,historical,ACCESS-ESM1-5,-0.0343689690403115,-0.015386739538980121
19162,1899,historical,ACCESS-ESM1-5,-0.028395967292162885,-0.010372414112556207
19553,1900,historical,ACCESS-ESM1-5,-0.03001485079834172,-0.012315443435445664
19944,1901,historical,ACCESS-ESM1-5,-0.029250992372068914,-0.012409102233989637
20335,1902,historical,ACCESS-ESM1-5,-0.013933030671545346,0.0008424796317908377
20726,1903,historical,ACCESS-ESM1-5,-0.006721408641829433,0.011202184011823674
21117,1904,historical,ACCESS-ESM1-5,-0.006112653531405809,0.012479152843177972
21508,1905,historical,ACCESS-ESM1-5,0.002719643138710882,0.02384386308949587
21899,1906,historical,ACCESS-ESM1-5,0.011011208672561692,0.03371354075444852
22290,1907,historical,ACCESS-ESM1-5,0.023425881551904493,0.046896937510122715
22681,1908,historical,ACCESS-ESM1-5,0.025595457141097216,0.04982128325839128
23072,1909,historical,ACCESS-ESM1-5,0.020384243676443377,0.04441441840765547
23463,1910,historical,ACCESS-ESM1-5,0.01099275126182989,0.03202377962734042
23854,1911,historical,ACCESS-ESM1-5,0.0011711696953178921,0.022522010829988243
24245,1912,historical,ACCESS-ESM1-5,0.002627275114439643,0.02479592234840994
24636,1913,historical,ACCESS-ESM1-5,0.0034179235231282116,0.025619008092459736
25027,1914,historical,ACCESS-ESM1-5,0.005595014455491029,0.029978733155855
25418,1915,historical,ACCESS-ESM1-5,0.01530955604747362,0.03970741303657697
25809,1916,historical,ACCESS-ESM1-5,0.03102045738543942,0.053007223721001494
26200,1917,historical,ACCESS-ESM1-5,0.03944312759023133,0.05962619259403716
26591,1918,historical,ACCESS-ESM1-5,0.046718298158560496,0.06642762431389757
26982,1919,historical,ACCESS-ESM1-5,0.043593279146729405,0.061649237688396065
27373,1920,historical,ACCESS-ESM1-5,0.0415924042513472,0.05760285999749018
27764,1921,historical,ACCESS-ESM1-5,0.041426851766645484,0.055806616927339354
28155,1922,historical,ACCESS-ESM1-5,0.034031474522273876,0.04908721859094599
28546,1923,historical,ACCESS-ESM1-5,0.037688033407910285,0.04829033459647085
28937,1924,historical,ACCESS-ESM1-5,0.03620453932135208,0.045546309764251065
29328,1925,historical,ACCESS-ESM1-5,0.03430771024864446,0.04257108911540885
29719,1926,historical,ACCESS-ESM1-5,0.025966699829665586,0.03235805674620662
30110,1927,historical,ACCESS-ESM1-5,0.014859949614692478,0.020103488281873038
30501,1928,historical,ACCESS-ESM1-5,0.0188958102970066,0.02331795303565436
30892,1929,historical,ACCESS-ESM1-5,0.01778618890057322,0.021151543122865324
31283,1930,historical,ACCESS-ESM1-5,0.026196031770526342,0.03043577302401932
31674,1931,historical,ACCESS-ESM1-5,0.02991546657316372,0.03266241497724643
32065,1932,historical,ACCESS-ESM1-5,0.02597651783561316,0.027779450055106014
32456,1933,historical,ACCESS-ESM1-5,0.03565369566562169,0.03816801824918877
32847,1934,historical,ACCESS-ESM1-5,0.04348944594932157,0.04280460625323323
33238,1935,historical,ACCESS-ESM1-5,0.04882979904463417,0.0465736941875152
33629,1936,historical,ACCESS-ESM1-5,0.05104233046247058,0.04909178828718322
34020,1937,historical,ACCESS-ESM1-5,0.04664510705142307,0.04465546575108238
34411,1938,historical,ACCESS-ESM1-5,0.039888666698097125,0.03715636283748049
34802,1939,historical,ACCESS-ESM1-5,0.04650695405504736,0.044210017697639784
35193,1940,historical,ACCESS-ESM1-5,0.05632200373428365,0.05357152377021403
35584,1941,historical,ACCESS-ESM1-5,0.046893513728001934,0.046616132435339505
35975,1942,historical,ACCESS-ESM1-5,0.0471385946390865,0.04897017130703726
36366,1943,historical,ACCESS-ESM1-5,0.049041111406724874,0.0512350442181143
36757,1944,historical,ACCESS-ESM1-5,0.05409505784471902,0.058727279339346024
37148,1945,historical,ACCESS-ESM1-5,0.05699572786218321,0.06284107758779332
37539,1946,historical,ACCESS-ESM1-5,0.06562944403605704,0.07318047413013642
37930,1947,historical,ACCESS-ESM1-5,0.06356037885735027,0.07173389778709906
38321,1948,historical,ACCESS-ESM1-5,0.05020620126383282,0.05937588206473193
38712,1949,historical,ACCESS-ESM1-5,0.04742691069246888,0.05633308869150943
39103,1950,historical,ACCESS-ESM1-5,0.044184230779662506,0.05282182855486831
39494,1951,historical,ACCESS-ESM1-5,0.03594434628433569,0.046348866332128896
39884,1952,historical,ACCESS-ESM1-5,0.037053335196455796,0.04803521699683785
40274,1953,historical,ACCESS-ESM1-5,0.040824560867243224,0.05162738748368988
40664,1954,historical,ACCESS-ESM1-5,0.04679750424652638,0.05917480829240348
41054,1955,historical,ACCESS-ESM1-5,0.030656178052640724,0.04378754710137781
41444,1956,historical,ACCESS-ESM1-5,0.01940697925551027,0.032799770913567276
41834,1957,historical,ACCESS-ESM1-5,0.016947948484540707,0.029055266191718544
42224,1958,historical,ACCESS-ESM1-5,0.001909489471121029,0.014434297536422886
42614,1959,historical,ACCESS-ESM1-5,-0.0087253536539262,0.003271788881570334
43004,1960,historical,ACCESS-ESM1-5,-0.009074930307019842,0.00369616096489605
43394,1961,historical,ACCESS-ESM1-5,0.0016731810999125892,0.01171686519977099
43784,1962,historical,ACCESS-ESM1-5,-0.0035633771546051208,0.00461709920176951
44174,1963,historical,ACCESS-ESM1-5,-0.011214110013665318,-0.0023062549868767337
44564,1964,historical,ACCESS-ESM1-5,-0.006315625617406677,0.00042358486390446415
44954,1965,historical,ACCESS-ESM1-5,-0.009311002456845734,-0.005099069055383193
45344,1966,historical,ACCESS-ESM1-5,-0.021715911284099665,-0.020950438868136634
45734,1967,historical,ACCESS-ESM1-5,-0.020344206607904577,-0.020748194755641578
46124,1968,historical,ACCESS-ESM1-5,-0.008528208703026402,-0.010184397034873513
