,Model,Ensemble_member,No_arctic_crossing_year,World_crossing_year,gap
0,ACCESS-CM2,r1i1p1f1,2026.313,2023.266,3.0470000000000255
1,ACCESS-CM2,r2i1p1f1,2028.655,2025.29,3.365000000000009
2,ACCESS-ESM1-5,r1i1p1f1,2032.543,2030.14,2.4029999999997926
3,ACCESS-ESM1-5,r2i1p1f1,2033.752,2029.297,4.454999999999927
4,ACCESS-ESM1-5,r3i1p1f1,2028.558,2024.72,3.8379999999999654
5,AWI-CM-1-1-MR,r1i1p1f1,2045.591,2039.227,6.363999999999805
6,BCC-CSM2-MR,r1i1p1f1,2034.809,2031.426,3.383000000000038
7,CAMS-CSM1-0,r1i1p1f1,2044.561,2040.532,4.028999999999996
8,CAS-ESM2-0,r1i1p1f1,2031.045,2026.855,4.190000000000055
9,CESM2,r4i1p1f1,2033.975,2030.983,2.991999999999962
10,CESM2-WACCM,r1i1p1f1,2036.213,2033.272,2.941000000000031
11,CESM2-WACCM,r2i1p1f1,2042.994,2039.63,3.3639999999998054
12,CESM2-WACCM,r3i1p1f1,2040.707,2037.433,3.2740000000001146
13,CIESM,r1i1p1f1,2039.543,2031.967,7.5759999999997945
14,CMCC-CM2-SR5,r1i1p1f1,2042.68,2039.177,3.5030000000001564
15,CMCC-ESM2,r1i1p1f1,2039.094,2036.004,3.0900000000001455
16,CNRM-CM6-1,r1i1p1f2,2033.956,2030.648,3.3079999999999927
17,CNRM-CM6-1,r2i1p1f2,2028.448,2026.053,2.394999999999982
18,CNRM-CM6-1,r3i1p1f2,2030.521,2026.566,3.9549999999999272
19,CNRM-CM6-1,r4i1p1f2,2031.347,2029.226,2.120999999999867
20,CNRM-CM6-1,r5i1p1f2,2032.753,2029.855,2.897999999999911
21,CNRM-CM6-1,r6i1p1f2,2032.082,2029.69,2.3920000000000528
22,CNRM-CM6-1-HR,r1i1p1f2,2036.306,2032.189,4.116999999999962
23,CNRM-ESM2-1,r1i1p1f2,2035.649,2033.331,2.3179999999999836
24,CNRM-ESM2-1,r2i1p1f2,2034.709,2032.325,2.3840000000000146
25,CNRM-ESM2-1,r3i1p1f2,2025.957,2022.804,3.15300000000002
26,CNRM-ESM2-1,r4i1p1f2,2024.026,2021.715,2.311000000000149
27,CNRM-ESM2-1,r5i1p1f2,2027.606,2025.526,2.0799999999999272
28,CanESM5,r10i1p1f1,2043.653,2037.323,6.329999999999927
29,CanESM5,r10i1p2f1,2041.262,2034.343,6.918999999999869
30,CanESM5,r11i1p1f1,2038.801,2032.001,6.7999999999999545
31,CanESM5,r11i1p2f1,2046.82,2038.715,8.105000000000018
32,CanESM5,r12i1p1f1,2041.905,2034.31,7.595000000000027
33,CanESM5,r12i1p2f1,2039.209,2033.184,6.025000000000091
34,CanESM5,r13i1p1f1,2043.897,2036.845,7.051999999999907
35,CanESM5,r13i1p2f1,2041.431,2033.445,7.986000000000104
36,CanESM5,r14i1p1f1,2041.699,2036.181,5.518000000000029
37,CanESM5,r14i1p2f1,2037.346,2029.355,7.9909999999999854
38,CanESM5,r15i1p1f1,2040.933,2034.168,6.7650000000001
39,CanESM5,r15i1p2f1,2038.909,2030.638,8.271000000000186
40,CanESM5,r16i1p1f1,2037.396,2029.824,7.571999999999889
41,CanESM5,r16i1p2f1,2039.616,2032.977,6.638999999999896
42,CanESM5,r17i1p1f1,2042.655,2035.862,6.792999999999893
43,CanESM5,r17i1p2f1,2039.397,2032.238,7.158999999999878
44,CanESM5,r18i1p1f1,2043.37,2036.07,7.2999999999999545
45,CanESM5,r18i1p2f1,2035.198,2029.566,5.632000000000062
46,CanESM5,r19i1p1f1,2041.842,2035.367,6.475000000000136
47,CanESM5,r19i1p2f1,2039.438,2032.098,7.3400000000001455
48,CanESM5,r1i1p1f1,2041.591,2032.575,9.015999999999849
49,CanESM5,r1i1p2f1,2039.244,2031.33,7.913999999999987
50,CanESM5,r20i1p1f1,2040.753,2033.128,7.625
51,CanESM5,r20i1p2f1,2037.746,2030.494,7.25200000000018
52,CanESM5,r21i1p1f1,2038.342,2031.052,7.290000000000191
53,CanESM5,r21i1p2f1,2038.236,2031.217,7.0190000000000055
54,CanESM5,r22i1p1f1,2041.549,2034.047,7.501999999999953
55,CanESM5,r22i1p2f1,2041.525,2034.684,6.841000000000122
56,CanESM5,r23i1p1f1,2043.1,2036.319,6.780999999999949
57,CanESM5,r23i1p2f1,2039.056,2031.719,7.336999999999989
58,CanESM5,r24i1p1f1,2042.041,2033.734,8.307000000000016
59,CanESM5,r24i1p2f1,2038.854,2030.818,8.036000000000058
60,CanESM5,r25i1p1f1,2041.108,2034.447,6.661000000000058
61,CanESM5,r25i1p2f1,2037.914,2031.833,6.080999999999904
62,CanESM5,r2i1p1f1,2039.39,2032.092,7.298000000000002
63,CanESM5,r2i1p2f1,2037.346,2030.835,6.510999999999967
64,CanESM5,r3i1p1f1,2038.722,2033.344,5.377999999999929
65,CanESM5,r3i1p2f1,2040.957,2033.188,7.7690000000000055
66,CanESM5,r4i1p1f1,2047.735,2040.571,7.163999999999987
67,CanESM5,r4i1p2f1,2041.083,2034.007,7.076000000000022
68,CanESM5,r5i1p1f1,2039.437,2032.51,6.926999999999907
69,CanESM5,r5i1p2f1,2042.466,2037.663,4.802999999999884
70,CanESM5,r6i1p1f1,2041.393,2033.946,7.447000000000116
71,CanESM5,r6i1p2f1,2037.804,2032.961,4.843000000000075
72,CanESM5,r7i1p1f1,2040.939,2034.626,6.313000000000102
73,CanESM5,r7i1p2f1,2040.989,2034.049,6.940000000000055
74,CanESM5,r8i1p1f1,2044.566,2037.249,7.317000000000007
75,CanESM5,r8i1p2f1,2039.344,2031.223,8.121000000000095
76,CanESM5,r9i1p1f1,2038.754,2030.23,8.523999999999887
77,CanESM5,r9i1p2f1,2041.781,2035.68,6.100999999999885
78,CanESM5-CanOE,r1i1p2f1,2040.0,2032.067,7.932999999999993
79,CanESM5-CanOE,r2i1p2f1,2037.878,2031.299,6.578999999999951
80,CanESM5-CanOE,r3i1p2f1,2041.467,2033.703,7.764000000000124
81,EC-Earth3,r10i1p1f1,2027.338,2024.096,3.241999999999962
82,EC-Earth3,r12i1p1f1,2044.269,2039.157,5.11200000000008
83,EC-Earth3,r14i1p1f1,2047.072,2042.743,4.328999999999951
84,EC-Earth3,r16i1p1f1,2043.957,2039.943,4.014000000000124
85,EC-Earth3,r17i1p1f1,2038.451,2030.17,8.280999999999949
86,EC-Earth3,r18i1p1f1,2031.997,2028.333,3.6639999999999873
87,EC-Earth3,r19i1p1f1,2027.691,2024.171,3.519999999999982
88,EC-Earth3,r1i1p1f1,2046.043,2040.915,5.127999999999929
89,EC-Earth3,r20i1p1f1,2036.794,2031.118,5.676000000000158
90,EC-Earth3,r21i1p1f1,2049.144,2045.691,3.452999999999747
91,EC-Earth3,r22i1p1f1,2050.333,2045.527,4.80600000000004
92,EC-Earth3,r23i1p1f1,2031.557,2027.182,4.375
93,EC-Earth3,r24i1p1f1,2046.661,2042.118,4.54300000000012
94,EC-Earth3,r25i1p1f1,2040.312,2035.824,4.487999999999829
95,EC-Earth3,r2i1p1f1,2044.488,2039.761,4.727000000000089
96,EC-Earth3,r4i1p1f1,2045.151,2041.646,3.505000000000109
97,EC-Earth3,r6i1p1f1,2040.488,2036.293,4.195000000000164
98,EC-Earth3,r7i1p1f1,2039.076,2031.313,7.76299999999992
99,EC-Earth3,r9i1p1f1,2050.021,2043.072,6.9490000000002965
100,EC-Earth3-CC,r1i1p1f1,2059.363,2053.618,5.744999999999891
101,EC-Earth3-Veg,r5i1p1f1,2044.87,2039.666,5.203999999999951
102,EC-Earth3-Veg,r1i1p1f1,2048.875,2044.767,4.107999999999947
103,FGOALS-f3-L,r1i1p1f1,2041.66,2034.728,6.932000000000016
104,FGOALS-g3,r1i1p1f1,2062.082,2045.779,16.302999999999884
105,FIO-ESM-2-0,r1i1p1f1,2043.656,2036.157,7.499000000000024
106,GFDL-CM4,r1i1p1f1,2034.022,2028.813,5.208999999999833
107,GFDL-ESM4,r1i1p1f1,2042.615,2031.183,11.432000000000016
108,GFDL-ESM4,r2i1p1f1,2042.11,2036.723,5.386999999999944
109,GFDL-ESM4,r3i1p1f1,2056.831,2048.205,8.626000000000204
110,GISS-E2-1-G,r1i1p1f2,2026.089,2022.983,3.1059999999999945
111,GISS-E2-1-G,r1i1p3f1,2038.107,2033.808,4.298999999999978
112,GISS-E2-1-G,r2i1p3f1,2038.834,2033.893,4.941000000000031
113,GISS-E2-1-G,r3i1p3f1,2036.52,2031.945,4.5750000000000455
114,GISS-E2-1-G,r4i1p3f1,2039.015,2033.125,5.8900000000001
115,GISS-E2-1-G,r5i1p3f1,2038.699,2036.237,2.461999999999989
116,HadGEM3-GC31-LL,r1i1p1f3,2030.151,2025.061,5.0900000000001455
117,HadGEM3-GC31-LL,r2i1p1f3,2031.964,2026.743,5.221000000000004
118,HadGEM3-GC31-LL,r3i1p1f3,2024.409,2021.839,2.5700000000001637
119,HadGEM3-GC31-LL,r4i1p1f3,2025.22,2021.86,3.3600000000001273
120,HadGEM3-GC31-LL,r5i1p1f3,2025.298,2022.163,3.134999999999991
