,year,Experiment,Model,adjusted_world_tas_anom,adjusted_no_arctic_tas_anom
38,1888,historical,AWI-CM-1-1-MR,-0.022263581847416607,-0.016577826537152368
39,1889,historical,AWI-CM-1-1-MR,-0.015081187993310971,-0.013177896040997034
40,1890,historical,AWI-CM-1-1-MR,0.0057493725614516855,0.009758725831483208
41,1891,historical,AWI-CM-1-1-MR,0.006401268129892418,0.015988120468079476
42,1892,historical,AWI-CM-1-1-MR,-0.0035981164777433273,0.0004403722699271931
43,1893,historical,AWI-CM-1-1-MR,-0.012189656468943471,-0.00023892602760916052
44,1894,historical,AWI-CM-1-1-MR,0.0041334767295377935,0.011919390295323387
45,1895,historical,AWI-CM-1-1-MR,0.024017306810085362,0.030226120196313704
46,1896,historical,AWI-CM-1-1-MR,0.0401319497290029,0.04585175694577839
47,1897,historical,AWI-CM-1-1-MR,0.047657096293734526,0.05773626327768856
48,1898,historical,AWI-CM-1-1-MR,0.06550425577939364,0.06569497289769943
49,1899,historical,AWI-CM-1-1-MR,0.08386161643013448,0.07724822190949938
50,1900,historical,AWI-CM-1-1-MR,0.09173848134682347,0.08129863992666861
51,1901,historical,AWI-CM-1-1-MR,0.07784608128253885,0.06533791127775158
52,1902,historical,AWI-CM-1-1-MR,0.06379444676574672,0.05055667642208587
53,1903,historical,AWI-CM-1-1-MR,0.03266670499347707,0.026215294757281356
54,1904,historical,AWI-CM-1-1-MR,-0.0038541262171927783,-0.0029781769885372997
55,1905,historical,AWI-CM-1-1-MR,-0.022255008997442278,-0.020835691068537304
56,1906,historical,AWI-CM-1-1-MR,-0.013961734400758739,-0.011285765439639864
