,Model,Ensemble_member,No_arctic_crossing_year,World_crossing_year,gap
0,CAMS-CSM1-0,r1i1p1f1,2055.516,2035.228,20.28800000000001
1,CAMS-CSM1-0,r2i1p1f1,2073.754,2041.238,32.51599999999985
2,CIESM,r1i1p1f1,2062.209,2035.776,26.432999999999765
3,NorESM2-MM,r1i1p1f1,2057.04,2039.355,17.684999999999945
4,ACCESS-ESM1-5,r1i1p1f1,2033.724,2028.536,5.1879999999998745
5,ACCESS-ESM1-5,r2i1p1f1,2035.425,2031.568,3.856999999999971
6,ACCESS-ESM1-5,r3i1p1f1,2031.285,2026.287,4.998000000000047
7,CMCC-CM2-SR5,r1i1p1f1,2040.052,2035.236,4.8159999999998035
8,MRI-ESM2-0,r1i1p1f1,2031.128,2028.185,2.9429999999999836
9,EC-Earth3,r1i1p1f1,2038.169,2035.226,2.9429999999999836
10,EC-Earth3,r4i1p1f1,2047.008,2039.843,7.164999999999964
11,EC-Earth3,r6i1p1f1,2039.661,2032.554,7.106999999999971
12,EC-Earth3,r9i1p1f1,2048.046,2037.623,10.422999999999774
13,INM-CM4-8,r1i1p1f1,2045.478,2033.872,11.605999999999995
14,CanESM5-CanOE,r1i1p2f1,2043.542,2035.604,7.9379999999998745
15,CanESM5-CanOE,r2i1p2f1,2039.653,2031.125,8.52800000000002
16,CanESM5-CanOE,r3i1p2f1,2040.173,2036.009,4.163999999999987
17,EC-Earth3-Veg,r1i1p1f1,2051.346,2045.706,5.6400000000001
18,EC-Earth3-Veg,r2i1p1f1,2040.873,2036.106,4.767000000000053
19,IPSL-CM6A-LR,r1i1p1f1,2040.096,2033.441,6.654999999999973
20,IPSL-CM6A-LR,r2i1p1f1,2043.092,2030.77,12.322000000000116
21,IPSL-CM6A-LR,r3i1p1f1,2039.061,2024.664,14.396999999999935
22,IPSL-CM6A-LR,r4i1p1f1,2038.289,2033.538,4.750999999999976
23,IPSL-CM6A-LR,r6i1p1f1,2036.103,2029.055,7.048000000000002
24,CAS-ESM2-0,r1i1p1f1,2027.053,2024.049,3.004000000000133
25,BCC-CSM2-MR,r1i1p1f1,2035.772,2029.341,6.43100000000004
26,UKESM1-0-LL,r10i1p1f2,2036.893,2030.282,6.611000000000104
27,UKESM1-0-LL,r11i1p1f2,2029.134,2025.582,3.5519999999999072
28,UKESM1-0-LL,r12i1p1f2,2024.308,2022.244,2.064000000000078
29,UKESM1-0-LL,r16i1p1f2,2029.286,2025.877,3.4090000000001055
30,UKESM1-0-LL,r17i1p1f2,2034.186,2028.305,5.880999999999858
31,UKESM1-0-LL,r18i1p1f2,2037.289,2030.525,6.763999999999896
32,UKESM1-0-LL,r19i1p1f2,2029.666,2027.379,2.2870000000000346
33,UKESM1-0-LL,r1i1p1f2,2031.238,2026.4,4.837999999999965
34,UKESM1-0-LL,r2i1p1f2,2029.227,2025.955,3.272000000000162
35,UKESM1-0-LL,r3i1p1f2,2031.667,2027.693,3.9739999999999327
36,UKESM1-0-LL,r4i1p1f2,2028.152,2025.055,3.09699999999998
37,UKESM1-0-LL,r8i1p1f2,2031.828,2026.424,5.403999999999996
38,UKESM1-0-LL,r9i1p1f2,2029.966,2025.9,4.0659999999998035
39,CNRM-CM6-1-HR,r1i1p1f2,2033.452,2029.34,4.11200000000008
40,HadGEM3-GC31-LL,r1i1p1f3,2036.025,2030.38,5.644999999999982
41,HadGEM3-GC31-MM,r1i1p1f3,2028.297,2026.704,1.5930000000000746
42,GISS-E2-1-G,r1i1p1f2,2030.755,2027.1,3.6550000000002
43,GISS-E2-1-G,r1i1p3f1,2029.235,2023.896,5.338999999999942
44,INM-CM5-0,r1i1p1f1,2033.436,2028.931,4.504999999999882
45,MPI-ESM1-2-HR,r1i1p1f1,2066.839,2039.993,26.846000000000004
46,MPI-ESM1-2-HR,r2i1p1f1,2072.918,2033.656,39.26200000000017
47,NorESM2-LM,r1i1p1f1,2038.117,2035.784,2.3329999999998563
48,CESM2,r4i1p1f1,2028.74,2026.994,1.7460000000000946
49,MPI-ESM1-2-LR,r10i1p1f1,,2040.391,
50,MPI-ESM1-2-LR,r1i1p1f1,2043.689,2038.319,5.370000000000118
51,MPI-ESM1-2-LR,r2i1p1f1,2046.957,2039.845,7.11200000000008
52,MPI-ESM1-2-LR,r3i1p1f1,2053.955,2037.648,16.307000000000016
53,MPI-ESM1-2-LR,r4i1p1f1,2066.584,2045.764,20.819999999999936
54,MPI-ESM1-2-LR,r5i1p1f1,,2047.127,
55,MPI-ESM1-2-LR,r6i1p1f1,,2048.506,
56,MPI-ESM1-2-LR,r7i1p1f1,2065.412,2036.662,28.749999999999773
57,MPI-ESM1-2-LR,r8i1p1f1,2056.864,2037.344,19.519999999999982
58,MPI-ESM1-2-LR,r9i1p1f1,2050.27,2044.349,5.921000000000049
59,FGOALS-f3-L,r1i1p1f1,2057.662,2042.651,15.01099999999974
60,NESM3,r1i1p1f1,2044.957,2042.337,2.6200000000001182
61,NESM3,r2i1p1f1,2044.632,2033.597,11.035000000000082
62,FIO-ESM-2-0,r1i1p1f1,2042.346,2035.671,6.6749999999999545
63,CNRM-ESM2-1,r1i1p1f2,2040.464,2039.345,1.1189999999999145
64,CNRM-ESM2-1,r2i1p1f2,2032.712,2030.357,2.355000000000018
65,CNRM-ESM2-1,r3i1p1f2,2031.337,2025.809,5.52800000000002
66,CNRM-ESM2-1,r4i1p1f2,2024.912,2023.612,1.2999999999999545
67,CNRM-ESM2-1,r5i1p1f2,2027.508,2024.937,2.57100000000014
68,MCM-UA-1-0,r1i1p1f2,2059.68,2036.084,23.595999999999776
69,MIROC-ES2L,r1i1p1f2,2032.841,2027.696,5.144999999999982
70,MIROC-ES2L,r2i1p1f2,2036.684,2028.84,7.844000000000051
71,CNRM-CM6-1,r1i1p1f2,2033.156,2026.221,6.934999999999945
72,CNRM-CM6-1,r2i1p1f2,2031.759,2027.206,4.553000000000111
73,CNRM-CM6-1,r3i1p1f2,2031.717,2027.509,4.208000000000084
74,CNRM-CM6-1,r4i1p1f2,2028.555,2025.795,2.759999999999991
75,CNRM-CM6-1,r5i1p1f2,2032.915,2027.655,5.259999999999991
76,CNRM-CM6-1,r6i1p1f2,2034.258,2031.144,3.1140000000000327
77,IPSL-CM5A2-INCA,r1i1p1f1,2040.677,2035.787,4.889999999999873
78,CESM2-WACCM,r1i1p1f1,2036.262,2033.519,2.742999999999938
79,TaiESM1,r1i1p1f1,2024.716,2022.878,1.8379999999999654
80,GFDL-ESM4,r1i1p1f1,2045.201,2032.747,12.45399999999995
81,UKESM1-1-LL,r1i1p1f2,2032.709,2027.452,5.257000000000062
82,AWI-CM-1-1-MR,r1i1p1f1,2050.467,2038.445,12.022000000000162
83,KACE-1-0-G,r1i1p1f1,2031.57,2026.816,4.753999999999905
84,MIROC6,r10i1p1f1,2032.66,2027.615,5.045000000000073
85,MIROC6,r1i1p1f1,2026.869,2026.149,0.7200000000000273
86,MIROC6,r2i1p1f1,2036.825,2031.589,5.236000000000104
87,MIROC6,r3i1p1f1,2025.266,2024.144,1.122000000000071
88,MIROC6,r4i1p1f1,2040.579,2032.908,7.671000000000049
89,MIROC6,r5i1p1f1,2031.334,2029.347,1.98700000000008
90,MIROC6,r6i1p1f1,2035.479,2030.396,5.083000000000084
91,MIROC6,r7i1p1f1,2027.263,2026.13,1.1329999999998108
92,MIROC6,r8i1p1f1,2035.586,2032.394,3.1920000000000073
93,MIROC6,r9i1p1f1,2034.943,2029.554,5.388999999999896
94,EC-Earth3-Veg-LR,r1i1p1f1,2043.975,2038.167,5.807999999999993
95,CMCC-ESM2,r1i1p1f1,2032.593,2030.11,2.4830000000001746
96,CanESM5,r10i1p1f1,2048.303,2039.968,8.334999999999809
97,CanESM5,r10i1p2f1,2044.475,2036.162,8.312999999999874
98,CanESM5,r11i1p1f1,2038.718,2031.28,7.438000000000102
99,CanESM5,r11i1p2f1,2048.512,2037.132,11.38000000000011
100,CanESM5,r12i1p1f1,2041.99,2035.908,6.082000000000107
101,CanESM5,r12i1p2f1,2041.52,2034.721,6.798999999999978
102,CanESM5,r13i1p1f1,2040.413,2032.955,7.458000000000084
103,CanESM5,r13i1p2f1,2047.748,2039.698,8.049999999999955
104,CanESM5,r14i1p1f1,2042.453,2034.555,7.897999999999911
105,CanESM5,r14i1p2f1,2042.73,2035.596,7.1340000000000146
106,CanESM5,r15i1p1f1,2044.077,2036.356,7.721000000000004
107,CanESM5,r15i1p2f1,2042.717,2027.242,15.475000000000136
108,CanESM5,r16i1p1f1,2043.621,2035.473,8.148000000000138
109,CanESM5,r16i1p2f1,2038.203,2030.884,7.31899999999996
110,CanESM5,r17i1p1f1,2049.991,2037.987,12.003999999999905
111,CanESM5,r17i1p2f1,2040.812,2032.875,7.936999999999898
112,CanESM5,r18i1p1f1,2045.405,2035.056,10.348999999999933
113,CanESM5,r18i1p2f1,2038.569,2032.099,6.470000000000027
114,CanESM5,r19i1p1f1,2046.317,2035.733,10.58400000000006
115,CanESM5,r19i1p2f1,2065.428,2044.409,21.018999999999778
116,CanESM5,r1i1p1f1,2034.837,2029.667,5.170000000000073
117,CanESM5,r1i1p2f1,2043.542,2035.604,7.9379999999998745
118,CanESM5,r20i1p1f1,2038.772,2032.631,6.140999999999849
119,CanESM5,r20i1p2f1,2038.635,2031.062,7.573000000000093
120,CanESM5,r21i1p1f1,2046.092,2036.871,9.221000000000004
121,CanESM5,r21i1p2f1,2049.881,2036.861,13.019999999999754
122,CanESM5,r22i1p1f1,2047.4,2040.139,7.261000000000195
123,CanESM5,r22i1p2f1,2051.809,2034.013,17.796000000000276
124,CanESM5,r23i1p1f1,2054.196,2036.805,17.39099999999985
125,CanESM5,r23i1p2f1,2040.151,2034.949,5.201999999999998
126,CanESM5,r24i1p1f1,2046.305,2035.016,11.288999999999987
127,CanESM5,r24i1p2f1,2045.187,2032.476,12.710999999999785
128,CanESM5,r25i1p1f1,2047.607,2036.792,10.815000000000055
129,CanESM5,r25i1p2f1,2044.15,2038.299,5.851000000000113
130,CanESM5,r2i1p1f1,2044.578,2032.367,12.211000000000013
131,CanESM5,r2i1p2f1,2039.653,2031.125,8.52800000000002
132,CanESM5,r3i1p1f1,2045.959,2038.612,7.34699999999998
133,CanESM5,r3i1p2f1,2040.173,2036.009,4.163999999999987
134,CanESM5,r4i1p1f1,2053.247,2039.559,13.687999999999874
135,CanESM5,r4i1p2f1,2044.362,2037.832,6.529999999999973
136,CanESM5,r5i1p1f1,2039.776,2032.582,7.19399999999996
137,CanESM5,r5i1p2f1,2043.664,2037.246,6.417999999999893
138,CanESM5,r6i1p1f1,2048.465,2036.717,11.748000000000047
139,CanESM5,r6i1p2f1,2042.981,2035.563,7.417999999999893
140,CanESM5,r7i1p1f1,2041.962,2035.832,6.129999999999882
141,CanESM5,r7i1p2f1,2049.293,2037.925,11.368000000000166
142,CanESM5,r8i1p1f1,2046.646,2039.032,7.614000000000033
143,CanESM5,r8i1p2f1,2048.603,2038.695,9.90800000000013
144,CanESM5,r9i1p1f1,2039.34,2033.861,5.4789999999998145
145,CanESM5,r9i1p2f1,2037.493,2031.419,6.073999999999842
146,ACCESS-CM2,r1i1p1f1,2026.836,2024.915,1.9210000000000491
147,ACCESS-CM2,r2i1p1f1,2031.069,2026.145,4.923999999999978
