,Model,Ensemble_member,No_arctic_crossing_year,World_crossing_year,gap
0,ACCESS-CM2,r1i1p1f1,2041.898,2038.298,3.599999999999909
1,ACCESS-CM2,r2i1p1f1,2045.974,2041.323,4.65099999999984
2,ACCESS-ESM1-5,r1i1p1f1,2044.849,2041.829,3.019999999999982
3,ACCESS-ESM1-5,r2i1p1f1,2052.644,2048.495,4.148999999999887
4,ACCESS-ESM1-5,r3i1p1f1,2048.543,2044.379,4.164000000000215
5,BCC-CSM2-MR,r1i1p1f1,2052.999,2042.109,10.889999999999873
6,CAMS-CSM1-0,r1i1p1f1,2059.474,2052.314,7.160000000000309
7,CAS-ESM2-0,r1i1p1f1,2045.728,2043.574,2.1539999999999964
8,CESM2,r4i1p1f1,2045.718,2042.338,3.380000000000109
9,CESM2-WACCM,r1i1p1f1,2050.955,2046.709,4.245999999999867
10,CESM2-WACCM,r2i1p1f1,2057.276,2053.316,3.9600000000000364
11,CESM2-WACCM,r3i1p1f1,2054.444,2051.013,3.43100000000004
12,CIESM,r1i1p1f1,2069.536,2055.772,13.764000000000124
13,CMCC-CM2-SR5,r1i1p1f1,2050.796,2046.042,4.753999999999905
14,CMCC-ESM2,r1i1p1f1,2043.259,2039.941,3.3179999999999836
15,CNRM-CM6-1,r10i1p1f2,,,
16,CNRM-CM6-1,r1i1p1f2,2051.975,2045.954,6.020999999999958
17,CNRM-CM6-1,r2i1p1f2,2048.515,2040.248,8.266999999999825
18,CNRM-CM6-1,r3i1p1f2,2057.473,2052.472,5.000999999999749
19,CNRM-CM6-1,r4i1p1f2,2042.45,2039.371,3.078999999999951
20,CNRM-CM6-1,r5i1p1f2,2053.562,2049.16,4.402000000000044
21,CNRM-CM6-1,r6i1p1f2,2053.084,2049.249,3.8350000000000364
22,CNRM-CM6-1,r7i1p1f2,,,
23,CNRM-CM6-1,r8i1p1f2,,,
24,CNRM-CM6-1,r9i1p1f2,,,
25,CNRM-CM6-1-HR,r1i1p1f2,2050.527,2046.817,3.7100000000000364
26,CNRM-ESM2-1,r1i1p1f2,2049.798,2047.654,2.143999999999778
27,CNRM-ESM2-1,r2i1p1f2,2046.201,2043.738,2.4629999999999654
28,CNRM-ESM2-1,r3i1p1f2,2043.157,2041.009,2.147999999999911
29,CNRM-ESM2-1,r4i1p1f2,2035.045,2031.606,3.439000000000078
30,CNRM-ESM2-1,r5i1p1f2,2045.468,2041.628,3.8400000000001455
31,CanESM5,r10i1p1f1,2061.795,2055.281,6.514000000000124
32,CanESM5,r10i1p2f1,2068.157,2054.142,14.015000000000327
33,CanESM5,r11i1p1f1,2054.034,2048.511,5.523000000000138
34,CanESM5,r11i1p2f1,2066.188,2057.676,8.512000000000171
