,arctic_trend,world_trend,AA,Ensemble_member,Model,No_arctic_crossing_year,World_crossing_year,gap
0,0.11974282786607818,0.046045461740590495,2.6005348483783624,r1i1p1f1,ACCESS-CM2,2026.781,2023.593,3.1879999999998745
1,0.14357951061964425,0.04656407886697398,3.0834822488345064,r2i1p1f1,ACCESS-CM2,2027.892,2024.902,2.990000000000009
2,0.08210755704402799,0.03630081934344108,2.261865118448446,r1i1p1f1,ACCESS-ESM1-5,2035.63,2031.464,4.166000000000167
3,0.10458694119048852,0.042451747119215275,2.4636663574006,r2i1p1f1,ACCESS-ESM1-5,2029.981,2027.72,2.2609999999999673
4,0.10410777684524733,0.0436221065063402,2.3865829778329464,r3i1p1f1,ACCESS-ESM1-5,2028.935,2025.889,3.046000000000049
5,0.06016723362216661,0.02750144396043119,2.1877845290136273,r1i1p1f1,AWI-CM-1-1-MR,2039.075,2034.479,4.596000000000004
6,0.0969715561641171,0.036626726183848796,2.6475627572436005,r1i1p1f1,BCC-CSM2-MR,2031.057,2027.822,3.2350000000001273
7,0.08803521459993896,0.031207681465136868,2.8209469741699973,r1i1p1f1,CAMS-CSM1-0,2038.343,2031.559,6.7840000000001055
8,0.06883119293490174,0.038557110437316106,1.785175085845799,r2i1p1f1,CAMS-CSM1-0,2037.659,2034.644,3.0150000000001
9,0.10457408285200442,0.045312154304409887,2.3078594354501267,r1i1p1f1,CAS-ESM2-0,2032.351,2029.21,3.1410000000000764
10,0.04954622575971945,0.03727183837820117,1.3293206859551387,r4i1p1f1,CESM2,2034.548,2032.187,2.3610000000001037
11,0.06763290191356222,0.03424964578515655,1.9747036900122812,r1i1p1f1,CESM2-WACCM,2035.525,2032.229,3.296000000000049
12,0.06721297643770809,0.028996654792612334,2.3179562235169406,r1i1p1f1,CMCC-CM2-SR5,2041.146,2039.127,2.0190000000000055
13,0.10588765225909533,0.038088324816399934,2.7800553783741786,r1i1p1f1,CMCC-ESM2,2038.445,2035.215,3.230000000000018
14,0.09249133519392239,0.04067688471332292,2.2738057706673063,r1i1p1f2,CNRM-CM6-1,2032.113,2030.427,1.6860000000001492
15,0.13990259503479244,0.04787035503147368,2.922530968128597,r2i1p1f2,CNRM-CM6-1,2028.686,2025.97,2.7159999999998945
16,0.09773279420002673,0.0424561757031873,2.301968855680274,r3i1p1f2,CNRM-CM6-1,2032.171,2028.302,3.869000000000142
17,0.10617735813106881,0.04227378909376155,2.5116593616808687,r4i1p1f2,CNRM-CM6-1,2030.669,2028.414,2.255000000000109
18,0.05677818039081212,0.035590891710487474,1.5953008666563262,r5i1p1f2,CNRM-CM6-1,2030.277,2027.169,3.1079999999999472
19,0.05604011436994557,0.035612095733551986,1.573625848622756,r6i1p1f2,CNRM-CM6-1,2032.161,2029.391,2.769999999999982
20,0.059346025165126055,0.031561481981966344,1.8803307524987354,r1i1p1f2,CNRM-CM6-1-HR,2032.844,2029.401,3.4429999999999836
21,0.02539646736919036,0.03432459570146503,0.7398912310599014,r1i1p1f2,CNRM-ESM2-1,2033.461,2032.418,1.04300000000012
22,0.10199776634298442,0.0466487775063222,2.1865045944486092,r2i1p1f2,CNRM-ESM2-1,2032.315,2031.206,1.109000000000151
23,0.1812415848702191,0.06287877528964667,2.8823968665951663,r3i1p1f2,CNRM-ESM2-1,2025.304,2023.168,2.1360000000001946
24,0.08883516066079387,0.0578004268748616,1.5369291450584392,r4i1p1f2,CNRM-ESM2-1,2023.81,2021.945,1.865000000000009
25,0.05071254615201409,0.04304019346972866,1.1782601810951803,r5i1p1f2,CNRM-ESM2-1,2029.611,2026.998,2.6130000000000564
26,0.07528501103513702,0.029723165073522715,2.5328732942441796,r10i1p1f1,CanESM5,2036.631,2031.873,4.758000000000038
27,0.08734907506548914,0.03072673195282423,2.8427714082838054,r10i1p2f1,CanESM5,2035.221,2030.185,5.036000000000058
28,0.08614211806035336,0.03298825608680253,2.6112965121189253,r11i1p1f1,CanESM5,2033.04,2029.152,3.88799999999992
29,0.08448211729551657,0.029645767137880374,2.849719384983232,r11i1p2f1,CanESM5,2036.72,2032.079,4.641000000000076
30,0.08572596513731552,0.03249758207485883,2.6379182592675368,r12i1p1f1,CanESM5,2036.124,2031.533,4.591000000000122
31,0.1065902668135484,0.03426408198962162,3.1108455450764425,r12i1p2f1,CanESM5,2034.205,2029.868,4.336999999999989
32,0.09045963715429954,0.029928410939406444,3.022533917268298,r13i1p1f1,CanESM5,2034.682,2029.782,4.900000000000091
33,0.09246180836184645,0.033512542665197556,2.759020981653747,r13i1p2f1,CanESM5,2033.404,2029.978,3.425999999999931
34,0.0791972120483273,0.030737645397765506,2.5765542878598175,r14i1p1f1,CanESM5,2037.511,2033.748,3.76299999999992
35,0.1224139576178686,0.03656894744413583,3.3474837580401515,r14i1p2f1,CanESM5,2032.726,2028.08,4.6460000000001855
36,0.08740574414802196,0.029942190562972346,2.9191499521117614,r15i1p1f1,CanESM5,2035.377,2030.369,5.008000000000038
37,0.12234716219842649,0.03349333565975234,3.65288078324926,r15i1p2f1,CanESM5,2035.379,2029.371,6.007999999999811
38,0.10427602995869496,0.033553853526808765,3.107721438772473,r16i1p1f1,CanESM5,2033.993,2028.505,5.487999999999829
39,0.1179273548714077,0.03573182287366841,3.300345333299831,r16i1p2f1,CanESM5,2032.131,2027.962,4.169000000000096
40,0.0933950559061768,0.03036470026786667,3.075777303325196,r17i1p1f1,CanESM5,2036.439,2031.153,5.286000000000058
41,0.12509362279731498,0.03449633139276105,3.626287716599496,r17i1p2f1,CanESM5,2034.298,2029.177,5.121000000000095
42,0.08384644387737175,0.029227204615723226,2.868780814989924,r18i1p1f1,CanESM5,2038.359,2032.922,5.436999999999898
43,0.11231498104272401,0.036547171798534596,3.0731510952983623,r18i1p2f1,CanESM5,2031.745,2027.848,3.8969999999999345
44,0.08335306833241402,0.030254083618695443,2.7551014065719768,r19i1p1f1,CanESM5,2035.493,2030.936,4.557000000000016
45,0.10190890800628497,0.03175527490209492,3.2091962145023647,r19i1p2f1,CanESM5,2034.462,2029.046,5.41599999999994
46,0.10397616930088457,0.033359756065226176,3.1168144364601074,r1i1p1f1,CanESM5,2034.413,2028.56,5.8530000000000655
47,0.1119921730462894,0.03329027675707275,3.3641106039316986,r1i1p2f1,CanESM5,2033.538,2027.513,6.025000000000091
48,0.10924446678621183,0.033618453949467476,3.2495386893882516,r20i1p1f1,CanESM5,2033.214,2028.82,4.3940000000000055
49,0.1124906334495654,0.037049879339662535,3.036194326526247,r20i1p2f1,CanESM5,2032.293,2028.529,3.7639999999998963
50,0.10011912067994581,0.030394192620037435,3.294021391900441,r21i1p1f1,CanESM5,2034.017,2028.643,5.374000000000024
51,0.11362431429105335,0.034095801632501206,3.332501623388817,r21i1p2f1,CanESM5,2033.023,2027.326,5.696999999999889
52,0.10109539776410711,0.03267355357280303,3.094104763929241,r22i1p1f1,CanESM5,2036.242,2031.217,5.024999999999864
53,0.11064666295932041,0.0331527190100901,3.33748381017089,r22i1p2f1,CanESM5,2035.03,2029.091,5.939000000000078
54,0.0962554938399399,0.030863460652791996,3.1187524601597896,r23i1p1f1,CanESM5,2035.762,2030.845,4.916999999999916
55,0.11718173967415496,0.0390911313728871,2.9976553647518656,r23i1p2f1,CanESM5,2031.908,2027.845,4.0629999999998745
56,0.09504162754238965,0.03419680855457472,2.779254309381316,r24i1p1f1,CanESM5,2034.407,2029.972,4.434999999999945
57,0.11037370348977768,0.03506026162459467,3.148114086300795,r24i1p2f1,CanESM5,2032.556,2028.13,4.425999999999931
58,0.09270730798514777,0.03228365920432473,2.871648080485519,r25i1p1f1,CanESM5,2034.289,2029.922,4.366999999999962
59,0.12059408383730312,0.037815154182750894,3.189041177896644,r25i1p2f1,CanESM5,2032.43,2028.443,3.98700000000008
60,0.09947042701349158,0.03283129516006607,3.0297442281375844,r2i1p1f1,CanESM5,2031.753,2027.743,4.009999999999991
61,0.12353134189883147,0.03802422483742055,3.248753720214207,r2i1p2f1,CanESM5,2032.195,2028.0,4.194999999999936
62,0.09041492506747269,0.03256250729619121,2.7766573453650603,r3i1p1f1,CanESM5,2034.214,2029.23,4.983999999999924
63,0.0935615662903406,0.03428878987099864,2.728634245837725,r3i1p2f1,CanESM5,2032.941,2029.302,3.6390000000001237
64,0.08701213817289562,0.02721662611537588,3.197021475183458,r4i1p1f1,CanESM5,2038.639,2033.134,5.504999999999882
65,0.12286796709475252,0.034590176428007595,3.552105822601893,r4i1p2f1,CanESM5,2036.228,2031.101,5.126999999999953
66,0.09004509790618336,0.032702392937466414,2.753471223906085,r5i1p1f1,CanESM5,2034.134,2029.507,4.626999999999953
67,0.0974812210643537,0.03299628675151905,2.9543088226394434,r5i1p2f1,CanESM5,2036.293,2032.148,4.144999999999982
68,0.09276616769457639,0.03159093937722639,2.936480190945213,r6i1p1f1,CanESM5,2034.936,2030.496,4.439999999999827
69,0.08070070951680018,0.03189785389522827,2.529973012663166,r6i1p2f1,CanESM5,2033.856,2029.594,4.261999999999944
70,0.08585255786492936,0.03199238542864592,2.6835309938488408,r7i1p1f1,CanESM5,2035.56,2030.635,4.9249999999999545
71,0.10279562736834402,0.03233147506996665,3.1794289356081045,r7i1p2f1,CanESM5,2037.277,2031.676,5.601000000000113
72,0.08112041038158391,0.02911493242684713,2.786213245914391,r8i1p1f1,CanESM5,2037.083,2031.862,5.221000000000004
73,0.1152444128503799,0.03504480400166913,3.2884878695538142,r8i1p2f1,CanESM5,2034.085,2029.732,4.3530000000000655
74,0.10529685993847301,0.033297575352274913,3.162298120042517,r9i1p1f1,CanESM5,2034.086,2028.87,5.216000000000122
75,0.10156984836780338,0.032302328414779,3.1443506815853253,r9i1p2f1,CanESM5,2033.042,2028.996,4.045999999999822
76,0.1082440759825991,0.0325157572638898,3.3289729377703585,r1i1p2f1,CanESM5-CanOE,2033.934,2027.861,6.072999999999865
77,0.1190964489867331,0.03708185218181159,3.2117179153513034,r2i1p2f1,CanESM5-CanOE,2032.64,2028.348,4.292000000000144
78,0.09029879635541908,0.03346928978820448,2.6979597394158903,r3i1p2f1,CanESM5-CanOE,2033.285,2029.664,3.6210000000000946
79,0.042498357649625264,0.027668619077714934,1.5359768237893234,r1i1p1f1,EC-Earth3,2037.279,2033.6,3.6790000000000873
80,0.05908918495304614,0.04496197990349357,1.3142033575895726,r1i1p1f1,EC-Earth3-AerChem,2027.816,2025.608,2.2080000000000837
81,0.05091049243491904,0.025133790934984274,2.0255795302273962,r1i1p1f1,EC-Earth3-Veg,2042.185,2038.745,3.4400000000000546
82,0.07190246689722747,0.028818626129024947,2.494999816275427,r1i1p1f1,FGOALS-f3-L,2033.875,2030.091,3.7840000000001055
83,0.061277161548745004,0.022486167183996996,2.725104774296745,r1i1p1f1,FGOALS-g3,2038.989,2032.949,6.039999999999964
84,0.12418610021726133,0.03517604211776908,3.530417089037117,r1i1p1f1,GFDL-ESM4,2035.176,2030.823,4.352999999999838
85,0.1467312893057227,0.052124037916545934,2.8150407215313846,r1i1p1f2,GISS-E2-1-G,2024.517,2020.924,3.5930000000000746
86,0.05427898323695513,0.03153376345664205,1.7212973425004299,r1i1p3f1,GISS-E2-1-G,2032.403,2029.044,3.3589999999999236
87,0.09562770055281114,0.03125455817351395,3.0596401338301087,r1i1p1f1,INM-CM4-8,2036.105,2033.043,3.0620000000001255
88,0.058240252346850756,0.02835652615561702,2.053857091917241,r1i1p1f1,INM-CM5-0,2033.563,2030.095,3.4680000000000746
89,0.07367995979732633,0.026887090989994224,2.740347024702138,r2i1p1f1,INM-CM5-0,2038.754,2034.803,3.9509999999997945
90,0.06895722838552816,0.027663227720015473,2.4927397873977952,r3i1p1f1,INM-CM5-0,2035.813,2032.733,3.0800000000001546
91,0.0721314265461683,0.03193140213510155,2.2589495519482896,r4i1p1f1,INM-CM5-0,2035.689,2032.556,3.133000000000038
