,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.026012134248170924,0.01043389171727334,2.4930423808316657,1965_2015,CAMS-CSM1-0,historical,r2i1p1f1,all
