,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.09687767185404372,0.039064074658634165,2.479968428808828,2015_2065,CMCC-CM2-SR5,ssp370,r1i1p1f1,all
