,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.08192655562734215,0.02837808708644799,2.886965403191899,2015_2065,MRI-ESM2-0,ssp245,r1i1p1f1,all
