,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.07417872834914584,0.02476279667955116,2.9955715143597574,2015_2065,MIROC-ES2L,ssp245,r2i1p1f2,all
