,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.05745128185576415,0.02473925638966633,2.3222719774132634,1965_2015,ACCESS-ESM1-5,historical,r1i1p1f1,all
