,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.05273688821231618,0.01892764820772059,2.7862356502803554,1965_2015,IPSL-CM6A-LR,historical,r1i1p1f1,all
