,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.0059706377994529535,0.002714001472051119,2.199939042384018,2015_2065,FGOALS-g3,ssp126,r1i1p1f1,all
