,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.05036282193663513,0.018588215832144924,2.7093951561258414,1965_2015,MPI-ESM1-2-LR,historical,r10i1p1f1,all
