,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.06291656434558163,0.01755949094925759,3.5830517255536796,1965_2015,CNRM-CM6-1,historical,r7i1p1f2,all
