,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.06490532377196835,0.022540919504282754,2.8794443704763864,2015_2065,INM-CM4-8,ssp245,r1i1p1f1,all
