,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.0581389369655837,0.026648106073011425,2.1817286679320693,2015_2065,GISS-E2-1-G,ssp245,r3i1p3f1,all
