,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.06695816799526301,0.01871182679051188,3.5783875484148444,2015_2065,IPSL-CM6A-LR,ssp126,r2i1p1f1,all
