,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.15728776225281393,0.043720078064179116,3.597609364327359,2015_2065,UKESM1-0-LL,ssp245,r8i1p1f2,all
