,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.0529320948785383,0.01873808151414956,2.824840677449719,1965_2015,EC-Earth3-Veg-LR,historical,r1i1p1f1,all
