,arctic_trend,world_trend,AA,trend_period,Model,Experiment,Ensemble_member,Months
0,0.06387658207822051,0.03283039220366439,1.9456539441247027,2015_2065,CNRM-CM6-1,ssp370,r5i1p1f2,all
