year,no_arctic_tas,world_tas,Model,Experiment,Ensemble_member
2015,289.427508240645,288.15031143715305,NESM3,ssp126,r2i1p1f1
2016,289.37256205383903,288.11973914797017,NESM3,ssp126,r2i1p1f1
2017,289.35524174477536,288.1137930268567,NESM3,ssp126,r2i1p1f1
2018,289.44905447093237,288.20235680396905,NESM3,ssp126,r2i1p1f1
2019,289.46927079688754,288.22757561305843,NESM3,ssp126,r2i1p1f1
2020,289.3965652836626,288.1204349389951,NESM3,ssp126,r2i1p1f1
2021,289.5509175452001,288.27183049737596,NESM3,ssp126,r2i1p1f1
2022,289.54606007920313,288.27472376774597,NESM3,ssp126,r2i1p1f1
2023,289.5839692966535,288.3842892195802,NESM3,ssp126,r2i1p1f1
2024,289.76789018247814,288.54509157818444,NESM3,ssp126,r2i1p1f1
2025,289.59469280690394,288.38872806076847,NESM3,ssp126,r2i1p1f1
2026,289.44481099647845,288.24608962523513,NESM3,ssp126,r2i1p1f1
2027,289.4642603996117,288.23819090140915,NESM3,ssp126,r2i1p1f1
2028,289.621314100614,288.39638387670664,NESM3,ssp126,r2i1p1f1
2029,289.507657654518,288.3354336332027,NESM3,ssp126,r2i1p1f1
2030,289.58552627969016,288.39522021765254,NESM3,ssp126,r2i1p1f1
2031,289.7149485425811,288.5395294118039,NESM3,ssp126,r2i1p1f1
2032,289.78807532736823,288.6091404839389,NESM3,ssp126,r2i1p1f1
2033,289.64833083161244,288.4424076983388,NESM3,ssp126,r2i1p1f1
2034,289.7779341280643,288.59249574917,NESM3,ssp126,r2i1p1f1
2035,289.8397856758522,288.65116058030196,NESM3,ssp126,r2i1p1f1
2036,289.7959394473338,288.58192583170296,NESM3,ssp126,r2i1p1f1
2037,289.8033456360061,288.6193364633255,NESM3,ssp126,r2i1p1f1
2038,289.8489222907335,288.6826235061827,NESM3,ssp126,r2i1p1f1
2039,289.911185249997,288.74864800027575,NESM3,ssp126,r2i1p1f1
2040,289.6361159522718,288.4677998456031,NESM3,ssp126,r2i1p1f1
2041,289.6783290464665,288.4913451526739,NESM3,ssp126,r2i1p1f1
2042,289.89958809333046,288.7105932611335,NESM3,ssp126,r2i1p1f1
2043,289.8744760462752,288.71460104200537,NESM3,ssp126,r2i1p1f1
2044,289.933392664422,288.7400248091843,NESM3,ssp126,r2i1p1f1
2045,289.9480970137069,288.7835556327215,NESM3,ssp126,r2i1p1f1
2046,289.8772188936596,288.7006328186947,NESM3,ssp126,r2i1p1f1
2047,289.8903294044467,288.71963710333597,NESM3,ssp126,r2i1p1f1
2048,289.9527925677085,288.79574939027714,NESM3,ssp126,r2i1p1f1
2049,290.0981004986074,288.896998623008,NESM3,ssp126,r2i1p1f1
2050,289.8448458632814,288.68315420634934,NESM3,ssp126,r2i1p1f1
2051,289.77942467856013,288.63044101516084,NESM3,ssp126,r2i1p1f1
2052,289.85118975970437,288.65931718818274,NESM3,ssp126,r2i1p1f1
2053,290.0284460936208,288.83846169299744,NESM3,ssp126,r2i1p1f1
2054,289.8625859163693,288.67222603514944,NESM3,ssp126,r2i1p1f1
2055,289.88698283867694,288.6839355294905,NESM3,ssp126,r2i1p1f1
2056,290.01941530493275,288.83014890012527,NESM3,ssp126,r2i1p1f1
2057,289.9992145019763,288.8508075809642,NESM3,ssp126,r2i1p1f1
2058,290.0680078140779,288.8752339405079,NESM3,ssp126,r2i1p1f1
2059,290.0696708152011,288.8848646474721,NESM3,ssp126,r2i1p1f1
2060,290.09201051549275,288.9360609998855,NESM3,ssp126,r2i1p1f1
2061,290.0808013916737,288.95830787393277,NESM3,ssp126,r2i1p1f1
2062,290.2203816697475,289.0672471048784,NESM3,ssp126,r2i1p1f1
2063,289.83009636167924,288.6586570727168,NESM3,ssp126,r2i1p1f1
2064,289.8933046283596,288.7285713244301,NESM3,ssp126,r2i1p1f1
2065,289.964101194079,288.7994680926261,NESM3,ssp126,r2i1p1f1
2066,289.99728103937673,288.78222098176894,NESM3,ssp126,r2i1p1f1
2067,289.9326329186937,288.76493964065094,NESM3,ssp126,r2i1p1f1
2068,289.8380962406891,288.67990554190135,NESM3,ssp126,r2i1p1f1
2069,290.05555740740084,288.8726562065325,NESM3,ssp126,r2i1p1f1
2070,290.1885110702846,288.998776890313,NESM3,ssp126,r2i1p1f1
2071,290.13994594319166,288.949169050918,NESM3,ssp126,r2i1p1f1
2072,289.837855508197,288.6641239509956,NESM3,ssp126,r2i1p1f1
2073,289.9982004151357,288.79376712389984,NESM3,ssp126,r2i1p1f1
2074,290.04893844301597,288.8554600966284,NESM3,ssp126,r2i1p1f1
2075,289.9933437376356,288.8211108881539,NESM3,ssp126,r2i1p1f1
2076,289.8976446846324,288.740773811803,NESM3,ssp126,r2i1p1f1
2077,289.7817875216826,288.61291196226114,NESM3,ssp126,r2i1p1f1
2078,289.88531330266386,288.6829880462035,NESM3,ssp126,r2i1p1f1
2079,289.918034729508,288.71868362226195,NESM3,ssp126,r2i1p1f1
2080,289.7414573446922,288.5721401141788,NESM3,ssp126,r2i1p1f1
2081,289.87453327470985,288.69181473847135,NESM3,ssp126,r2i1p1f1
